Unnamed: 0,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Washability,Dismountability,Shape,Handle,name
720,1,1,10,4,3,2,1,1,1,1,1,1,1,1,2,1
736,1,1,8,5,4,3,1,1,1,1,1,1,1,1,2,1
737,1,1,5,5,4,3,1,1,1,1,1,1,1,1,2,1
738,1,1,8,5,4,3,1,1,1,1,1,1,1,1,2,1
739,1,1,7,5,5,8,2,1,1,1,1,1,1,1,2,1
740,1,1,7,5,4,1,2,1,1,1,1,1,1,1,2,1
750,1,1,8,5,3,1,2,1,1,1,1,1,1,1,2,1
751,1,1,8,5,3,1,1,1,1,1,1,1,1,1,2,1
758,1,2,6,5,2,1,5,1,1,1,1,1,1,1,2,1
773,1,1,7,5,1,1,3,1,1,1,1,1,1,1,2,1
778,1,1,1,5,2,4,1,1,1,1,1,1,1,1,2,1
782,1,1,4,5,1,6,1,1,1,1,1,1,1,1,2,1
785,1,1,8,5,4,1,2,1,1,1,1,1,1,1,2,1
786,1,1,7,5,1,3,5,1,1,1,1,1,1,1,2,1
787,1,1,6,5,3,2,1,1,1,1,1,1,1,1,2,1
788,1,1,1,5,1,2,3,1,1,1,1,1,1,1,2,1
792,1,1,7,5,3,3,1,1,1,1,1,1,1,1,2,1
872,1,1,4,5,2,1,4,1,1,1,1,1,1,1,2,1
877,1,1,3,5,2,1,3,1,1,1,1,1,1,1,2,1
883,1,10,11,5,3,2,1,1,1,1,1,1,1,1,2,1
886,1,1,4,5,3,3,1,1,1,1,1,1,1,1,2,1
891,2,1,4,5,1,6,1,1,1,1,1,1,1,1,2,1
893,1,1,8,5,4,1,2,1,1,1,1,1,1,1,2,1
914,1,1,10,5,3,2,1,1,1,1,1,1,1,1,2,1
915,1,2,5,5,3,3,1,1,1,1,1,1,1,1,2,1
920,1,1,11,5,3,2,1,1,1,1,1,1,1,1,2,1
921,1,1,11,5,3,2,1,1,1,1,1,1,1,1,2,1
931,1,1,10,5,3,2,1,1,1,1,1,1,1,1,2,1
933,1,12,4,5,4,1,2,1,1,1,1,1,1,1,2,1
937,1,1,12,6,3,2,1,1,1,1,1,1,1,1,2,1
942,1,1,10,6,4,3,1,1,1,1,1,1,1,1,2,1
944,1,1,4,6,2,6,1,1,1,1,1,1,1,1,2,1
945,1,1,7,6,3,1,2,1,1,1,1,1,1,1,2,1
950,1,1,3,6,3,3,1,1,1,1,1,1,1,1,2,1
951,1,1,7,6,3,3,1,1,1,1,1,1,1,1,2,1
952,1,10,6,6,3,3,1,1,1,1,1,1,1,1,2,1
955,1,1,6,6,3,2,1,1,1,1,1,1,1,1,2,1
956,1,2,7,6,3,1,2,1,1,1,1,1,1,1,2,1
989,1,2,5,6,2,1,4,1,1,1,1,1,1,1,2,1
991,1,1,6,6,4,3,1,1,1,1,1,1,1,1,2,1
993,1,1,27,6,3,1,2,1,1,1,1,1,1,1,2,1
1001,1,1,7,6,3,3,1,1,1,1,1,1,1,1,2,1
1009,1,1,5,6,4,5,1,1,1,1,1,1,1,1,2,1
1013,1,1,6,6,3,4,1,1,1,1,1,1,1,1,2,1
1014,1,1,6,6,3,4,1,1,1,1,1,1,1,1,2,1
1181,1,2,7,6,4,3,1,1,1,1,1,1,1,1,2,1
1183,1,1,3,6,4,4,1,1,1,1,1,1,1,1,2,1
1184,1,1,7,6,1,6,2,1,1,1,1,1,1,1,2,1
1185,1,1,11,6,4,3,1,1,1,1,1,1,1,1,2,1
1201,1,1,7,6,1,3,4,1,1,1,1,1,1,1,2,1
1210,1,1,4,6,3,3,1,1,1,1,1,1,1,1,2,1
1215,1,7,6,7,2,1,4,1,1,1,1,1,1,1,2,1
1249,1,1,11,7,3,3,1,1,1,1,1,1,1,1,2,1
1257,1,10,6,7,4,3,1,1,1,1,1,1,1,1,2,1
1259,1,1,8,7,4,3,1,1,1,1,1,1,1,1,2,1
1260,1,10,7,7,3,4,1,1,1,1,1,1,1,1,2,1
1261,1,1,7,7,1,3,5,1,1,1,1,1,1,1,2,1
1267,1,1,7,7,1,3,5,1,1,1,1,1,1,1,2,1
1292,1,1,7,7,4,2,1,1,1,1,1,1,1,1,2,1
1297,1,1,7,7,4,3,1,1,1,1,1,1,1,1,2,1
1299,1,1,4,7,2,2,4,1,1,1,1,1,1,1,2,1
1302,1,1,9,7,1,4,3,1,1,1,1,1,1,1,2,1
1306,1,1,5,7,3,4,1,1,1,1,1,1,1,1,2,1
1307,1,1,4,7,4,1,2,1,1,1,1,1,1,1,2,1
1308,1,1,4,7,4,3,1,1,1,1,1,1,1,1,2,1
1330,1,1,12,7,4,3,1,1,1,1,1,1,1,1,2,1
1332,1,1,6,7,4,3,1,1,1,1,1,1,1,1,2,1
1334,1,16,9,7,4,4,1,1,1,1,1,1,1,1,2,1
1340,2,1,5,8,4,2,1,1,1,1,1,1,1,1,2,1
1341,1,2,5,8,2,1,6,1,1,1,1,1,1,1,2,1
1357,1,1,5,8,4,3,1,1,1,1,1,1,1,1,2,1
1390,1,1,4,8,1,4,5,1,1,1,1,1,1,1,2,1
1402,1,1,12,9,4,3,1,1,1,1,1,1,1,1,2,1
1418,1,1,7,9,4,3,1,1,1,1,1,1,1,1,2,1
1421,1,11,5,9,3,3,2,1,1,1,1,1,1,1,2,1
1422,1,1,5,9,3,3,2,1,1,1,1,1,1,1,2,1
1430,1,1,13,9,4,4,1,1,1,1,1,1,1,1,2,1
1431,1,1,13,9,4,4,1,1,1,1,1,1,1,1,2,1
1466,1,1,16,11,4,2,2,1,1,1,1,1,1,1,2,1
1480,2,1,11,12,4,2,2,1,1,1,1,1,1,1,2,1
1488,1,1,9,12,4,3,2,1,1,1,1,1,1,1,2,1
1508,1,1,1,14,4,3,2,1,1,1,1,1,1,1,2,1
1514,1,1,16,14,7,4,1,1,1,1,1,1,1,1,2,1
1518,1,1,13,14,8,3,1,1,1,1,1,1,1,1,2,1
1519,1,1,20,14,1,3,8,1,1,1,1,1,1,1,2,1
1522,1,1,10,14,4,3,2,1,1,1,1,1,1,1,2,1
1526,1,10,18,15,8,4,1,1,1,1,1,1,1,1,2,1
1536,1,13,23,15,8,3,1,1,1,1,1,1,1,1,2,1
1542,1,1,7,15,5,4,2,1,1,1,1,1,1,1,2,1
1543,1,1,15,16,8,4,1,1,1,1,1,1,1,1,2,1
1544,1,1,24,16,8,4,1,1,1,1,1,1,1,1,2,1
1551,1,10,23,16,8,3,1,1,1,1,1,1,1,1,2,1
1553,1,1,25,16,8,4,1,1,1,1,1,1,1,1,2,1
1556,1,1,18,17,8,3,1,1,1,1,1,1,1,1,2,1
1559,1,1,7,17,8,4,1,1,1,1,1,1,1,1,2,1
1560,1,1,26,17,9,2,2,1,1,1,1,1,1,1,2,1
1561,1,1,27,17,8,4,1,1,1,1,1,1,1,1,2,1
1562,1,1,27,17,9,4,1,1,1,1,1,1,1,1,2,1
1572,1,1,27,18,8,4,1,1,1,1,1,1,1,1,2,1
1578,1,1,1,19,1,4,8,1,1,1,1,1,1,1,2,1
1579,1,1,28,19,8,4,1,1,1,1,1,1,1,1,2,1
1581,1,10,26,19,8,4,1,1,1,1,1,1,1,1,2,1
1585,1,1,20,19,8,4,1,1,1,1,1,1,1,1,2,1
1587,1,1,29,19,9,4,1,1,1,1,1,1,1,1,2,1
1592,1,1,24,20,9,3,2,1,1,1,1,1,1,1,2,1
1601,1,10,23,21,7,2,3,1,1,1,1,1,1,1,2,1
1603,1,1,20,21,8,2,3,1,1,1,1,1,1,1,2,1
1605,1,1,1,22,1,5,8,1,1,1,1,1,1,1,2,1
1607,1,17,17,22,7,5,2,1,1,1,1,1,1,1,2,1
1619,1,2,2,27,4,7,2,1,1,1,1,1,1,1,2,1
1620,1,1,1,28,2,6,6,1,1,1,1,1,1,1,2,1
649,1,1,1,4,3,6,1,2,1,1,2,2,1,4,1,2
660,1,1,2,4,3,4,1,2,1,1,2,2,1,2,1,2
683,5,10,4,4,3,4,1,2,1,1,2,2,1,2,1,2
684,5,10,4,4,3,4,1,2,1,1,2,2,1,2,1,2
687,1,8,3,4,3,5,1,2,1,1,2,2,1,2,1,2
715,1,2,4,4,3,5,1,2,1,1,2,2,1,2,1,2
759,1,10,4,5,3,4,1,2,1,1,2,2,1,2,1,2
779,1,1,2,5,2,4,1,2,1,1,2,2,1,4,1,2
789,1,5,4,5,3,6,1,2,1,1,2,2,1,2,1,2
796,1,1,6,5,3,7,1,2,1,1,2,2,1,2,1,2
803,1,5,3,5,3,3,1,2,1,1,2,2,1,2,1,2
804,1,1,6,5,4,5,1,2,1,1,2,2,1,2,1,2
871,1,2,2,5,2,4,1,2,1,1,2,2,1,2,1,2
874,4,6,2,5,3,5,1,2,1,1,2,2,1,2,1,2
909,1,1,6,5,4,7,1,2,1,1,2,2,1,2,1,2
923,1,1,5,5,3,5,1,2,1,1,2,2,1,2,1,2
932,1,13,1,5,2,2,1,2,1,1,2,2,1,2,1,2
935,1,2,2,6,3,4,1,2,1,1,2,2,1,2,1,2
936,1,1,2,6,3,4,1,2,1,1,2,2,1,2,1,2
939,1,16,3,6,4,6,1,2,1,1,2,2,1,2,1,2
941,1,1,3,6,4,6,1,2,1,1,2,2,1,2,1,2
949,1,1,2,6,3,5,1,2,1,1,2,2,1,2,1,2
953,1,1,5,6,3,5,1,2,1,1,2,2,1,2,1,2
990,1,1,2,6,3,4,1,2,1,1,2,2,1,2,1,2
1008,4,10,2,6,3,1,5,2,1,1,2,2,1,2,1,2
1012,4,12,1,6,3,4,1,2,1,1,2,2,1,2,1,2
1016,4,1,3,6,3,5,1,2,1,1,2,2,1,2,1,2
1017,1,1,2,6,3,5,1,2,1,1,2,2,1,2,1,2
1018,1,1,4,6,3,4,1,2,1,1,2,2,1,2,1,2
1019,4,16,3,6,3,5,1,2,1,1,2,2,1,2,1,2
1187,1,1,3,6,4,5,1,2,1,1,2,2,1,2,1,2
1191,5,10,2,6,4,5,1,2,1,1,2,2,1,2,1,2
1199,1,5,3,6,3,6,1,2,1,1,2,2,1,2,1,2
1204,1,10,4,6,4,3,1,2,1,1,2,2,1,2,1,2
1205,1,1,2,6,4,5,1,2,1,1,2,2,1,2,1,2
1206,1,1,3,6,4,5,1,2,1,1,2,2,1,2,1,2
1207,1,1,3,6,4,5,1,2,1,1,2,2,1,2,1,2
1211,4,1,1,6,3,4,1,2,1,1,2,2,1,2,1,2
1212,1,1,4,7,4,4,1,2,1,1,2,2,1,2,2,2
1213,1,1,5,7,4,5,1,2,1,1,2,2,1,2,1,2
1219,1,1,3,7,3,4,1,2,1,1,2,2,1,2,1,2
1220,1,2,4,7,3,5,1,2,1,1,2,2,1,2,1,2
1247,1,5,5,7,4,7,1,2,1,1,2,2,1,2,1,2
1248,1,1,6,7,3,5,1,2,1,1,2,2,1,2,1,2
1253,1,5,4,7,3,6,1,2,1,1,2,2,1,2,1,2
1254,1,5,4,7,3,6,1,2,1,1,2,2,1,2,1,2
1255,4,5,2,7,3,5,1,2,1,1,2,2,1,2,1,2
1256,4,5,1,7,3,5,1,2,1,1,2,2,1,2,1,2
1266,1,5,6,7,4,5,1,2,1,1,2,2,1,2,1,2
1291,1,1,3,7,4,5,1,2,1,1,2,2,1,2,1,2
1295,1,2,5,7,4,6,1,2,1,1,2,2,1,2,1,2
1312,4,7,2,7,3,5,1,2,1,1,2,2,1,2,1,2
1313,1,1,5,7,4,6,1,2,1,1,2,2,1,2,1,2
1314,1,2,5,7,4,6,1,2,1,1,2,2,1,2,1,2
1315,1,1,3,7,4,5,1,2,1,1,2,2,1,2,1,2
1316,1,5,4,7,3,5,1,2,1,1,2,2,1,2,1,2
1317,4,1,2,7,3,5,1,2,1,1,2,2,1,2,1,2
1318,1,1,7,7,3,4,1,2,1,1,2,2,1,2,1,2
1319,1,1,7,7,3,4,1,2,1,1,2,2,1,2,1,2
1320,1,1,1,7,3,4,1,2,1,1,2,2,1,2,1,2
1322,4,7,1,7,3,4,1,2,1,1,2,2,1,2,1,2
1323,4,7,1,7,3,4,1,2,1,1,2,2,1,2,1,2
1324,1,5,3,7,4,6,1,2,1,1,2,2,1,2,1,2
1328,1,1,2,7,3,5,1,2,1,1,2,2,1,4,1,2
1333,4,1,1,7,3,2,1,2,1,1,2,2,1,2,1,2
1338,1,8,8,8,3,4,1,2,1,1,2,2,1,2,1,2
1339,1,10,9,8,4,6,1,2,1,1,2,2,1,2,1,2
1342,1,1,3,8,3,5,1,2,1,1,2,2,1,2,1,2
1344,1,10,6,8,3,8,1,2,1,1,2,2,1,2,1,2
1347,1,5,3,8,4,7,1,2,1,1,2,2,1,2,1,2
1348,4,16,2,8,3,3,1,2,1,1,2,2,1,2,1,2
1350,1,8,4,8,4,5,1,2,1,1,2,2,1,2,1,2
1351,1,8,4,8,4,5,1,2,1,1,2,2,1,2,1,2
1352,1,8,3,8,4,5,1,2,1,1,2,2,1,2,1,2
1353,1,1,5,8,2,3,2,2,1,1,2,2,1,2,1,2
1354,4,1,2,8,3,6,1,2,1,1,2,2,1,2,1,2
1356,1,1,2,8,4,5,1,2,1,1,2,2,1,2,1,2
1361,1,10,3,8,4,5,1,2,1,1,2,2,1,2,1,2
1363,1,1,5,8,4,6,1,2,1,1,2,2,1,2,1,2
1366,1,1,5,8,4,6,1,2,1,1,2,2,1,2,1,2
1367,1,1,7,8,3,4,1,2,1,1,2,2,1,2,1,2
1372,1,1,7,8,3,4,1,2,1,1,2,2,1,2,1,2
1375,1,1,4,8,4,7,1,2,1,1,2,2,1,2,1,2
1376,1,1,4,8,4,7,1,2,1,1,2,2,1,2,1,2
1378,1,1,7,8,3,4,1,2,1,1,2,2,1,4,1,2
1381,1,1,5,8,4,7,1,2,1,1,2,2,1,2,1,2
1382,1,1,4,8,4,7,1,2,1,1,2,2,1,2,1,2
1383,1,5,4,8,4,7,1,2,1,1,2,2,1,2,1,2
1387,1,1,6,8,3,5,1,2,1,1,2,2,1,2,1,2
1388,1,2,3,8,4,6,1,2,1,1,2,2,1,2,1,2
1391,1,1,6,8,4,6,1,2,1,1,2,2,1,2,1,2
1397,1,1,3,9,4,5,1,2,1,1,2,2,1,2,1,2
1407,4,5,4,9,4,5,1,2,1,1,2,2,1,2,1,2
1409,1,10,7,9,4,7,1,2,1,1,2,2,1,2,1,2
1414,1,1,5,9,4,7,1,2,1,1,2,2,1,2,1,2
1419,1,5,4,9,3,9,1,2,1,1,2,2,1,2,1,2
1420,1,1,4,9,3,5,1,2,1,1,2,2,1,2,1,2
1429,4,12,1,9,3,6,1,2,1,1,2,2,1,2,1,2
1432,1,1,7,9,3,4,1,2,1,1,2,2,1,2,1,2
1435,1,2,5,9,4,7,1,2,1,1,2,2,1,2,1,2
1438,1,7,5,10,4,5,1,2,1,1,2,2,1,2,1,2
1439,1,1,9,10,4,6,1,2,1,1,2,2,1,2,1,2
1440,1,10,6,10,3,7,1,2,1,1,2,2,1,2,1,2
1449,5,7,13,10,3,5,1,2,1,1,2,2,1,2,1,2
1455,4,1,4,10,4,5,1,2,1,1,2,2,1,2,1,2
1460,1,8,10,11,3,5,1,2,1,1,2,2,1,2,1,2
1461,1,10,3,11,4,6,1,2,1,1,2,2,1,2,1,2
1462,1,10,8,11,5,7,1,2,1,1,2,2,1,2,1,2
1463,1,2,3,11,5,7,1,2,1,1,2,2,1,2,1,2
1464,1,2,7,11,5,7,1,2,1,1,2,2,1,2,1,2
1468,5,12,10,11,3,5,1,2,1,1,2,2,1,2,1,2
1473,4,10,7,11,4,5,1,2,1,1,2,2,1,2,1,2
1475,1,5,4,11,4,6,1,2,1,1,2,2,1,2,1,2
1484,1,1,5,12,3,6,1,2,1,1,2,2,1,2,1,2
1493,1,1,9,13,4,5,1,2,1,1,2,2,1,2,1,2
1500,1,10,5,13,4,5,1,2,1,1,2,2,1,2,1,2
1506,1,1,5,14,3,5,1,2,1,1,2,2,1,2,1,2
1525,1,5,18,15,4,6,1,2,1,1,2,2,1,2,1,2
1531,1,10,9,15,4,6,1,2,1,1,2,2,1,2,1,2
1532,5,5,9,15,5,8,1,2,1,1,2,2,1,2,1,2
1545,5,5,9,16,4,9,1,2,1,1,2,2,1,2,1,2
1549,1,10,9,16,4,7,1,2,1,1,2,2,1,2,1,2
1593,1,10,7,20,2,6,3,2,1,1,2,2,1,2,1,2
1617,1,1,6,26,3,5,3,2,1,1,2,2,1,2,1,2
58,1,8,1,2,2,2,1,3,1,1,1,2,1,1,2,3
61,1,2,1,2,2,1,1,3,1,1,1,2,1,1,2,3
64,1,2,2,2,2,2,1,3,1,1,1,2,1,1,2,3
80,1,2,3,2,2,1,1,3,1,1,1,2,1,1,2,3
81,1,2,3,2,2,1,1,3,1,1,1,2,1,1,2,3
88,1,8,1,2,2,2,1,3,1,1,1,2,1,1,2,3
93,1,1,1,2,3,2,1,3,1,1,1,2,1,1,2,3
108,3,10,1,2,3,1,1,3,1,1,1,2,1,1,2,3
109,1,2,2,2,3,1,1,3,1,1,1,2,1,1,2,3
123,6,9,1,2,3,2,1,3,1,1,1,2,1,1,2,3
124,3,10,1,2,1,2,4,3,1,1,1,2,1,1,2,3
157,1,2,1,3,2,3,1,3,1,1,1,2,1,1,2,3
158,1,2,2,3,3,1,1,3,1,1,1,2,1,1,2,3
159,6,9,1,3,2,1,1,3,1,1,1,2,1,1,2,3
160,1,2,2,3,2,2,1,3,1,1,1,2,1,1,2,3
251,1,2,4,3,2,1,1,3,1,1,1,2,1,1,2,3
307,1,2,1,3,2,2,1,3,1,1,1,2,1,1,2,3
315,6,9,1,3,2,3,1,3,1,1,1,2,1,1,2,3
320,6,9,1,3,2,2,1,3,1,1,1,2,1,1,2,3
359,6,9,2,3,1,1,2,3,1,1,1,2,1,1,2,3
385,1,2,1,3,2,2,1,3,1,1,1,2,1,1,2,3
416,1,2,3,3,2,2,1,3,1,1,1,2,1,1,2,3
418,1,2,2,3,2,3,1,3,1,1,1,2,1,1,2,3
419,1,2,3,3,2,3,1,3,1,1,1,2,1,1,2,3
420,1,2,2,3,2,3,1,3,1,1,1,2,1,1,2,3
568,1,2,5,4,2,1,1,3,1,1,1,2,1,1,2,3
571,2,1,1,4,2,2,1,3,1,1,1,2,1,1,2,3
589,2,10,1,4,3,2,1,3,1,1,1,2,1,1,2,3
590,2,10,2,4,3,2,1,3,1,1,1,2,1,1,2,3
612,1,2,3,4,3,2,1,3,1,1,1,2,1,1,2,3
642,6,9,1,4,3,2,1,3,1,1,1,2,1,1,2,3
644,1,2,2,4,1,6,1,3,1,1,1,2,1,1,2,3
661,2,10,1,4,3,2,1,3,1,1,1,2,1,1,2,3
682,1,2,5,4,3,1,1,3,1,1,1,2,1,1,2,3
718,1,2,5,4,2,2,1,3,1,1,1,2,1,1,2,3
722,1,2,7,4,2,2,1,3,1,1,1,2,1,1,2,3
741,1,2,6,5,3,2,1,3,1,1,1,2,1,1,2,3
742,6,9,2,5,2,3,1,3,1,1,1,2,1,1,2,3
748,1,2,5,5,3,2,1,3,1,1,1,2,1,1,2,3
749,1,2,5,5,3,2,1,3,1,1,1,2,1,1,2,3
777,6,9,1,5,3,2,1,3,1,1,1,2,1,1,2,3
795,1,2,7,5,3,2,1,3,1,1,1,2,1,1,2,3
800,2,3,2,5,2,4,1,3,1,1,1,2,1,1,2,3
875,1,2,4,5,3,2,1,3,1,1,1,2,1,1,2,3
876,6,9,5,5,2,2,1,3,1,1,1,2,1,1,2,3
880,1,2,4,5,3,2,1,3,1,1,1,2,1,1,2,3
894,2,10,1,5,3,2,1,3,1,1,1,2,1,1,2,3
930,2,10,2,5,2,4,1,3,1,1,1,2,1,1,2,3
943,6,9,2,6,3,3,1,3,1,1,1,2,1,1,2,3
946,1,2,3,6,3,4,1,3,1,1,1,2,1,1,2,3
1190,6,9,2,6,3,3,1,3,1,1,1,2,1,1,2,3
1203,2,3,3,6,2,4,1,3,1,1,1,2,1,1,2,3
1209,1,10,4,6,3,4,1,3,1,1,1,2,1,1,2,3
1252,8,1,5,7,3,3,1,3,1,1,1,2,1,1,2,3
1294,6,9,2,7,3,4,1,3,1,1,1,2,1,1,2,3
1377,6,9,3,8,3,3,1,3,1,1,1,2,1,1,2,3
1497,1,2,1,13,2,4,3,3,1,1,1,2,1,1,2,3
199,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
200,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
201,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
202,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
203,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
204,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
205,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
206,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
207,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
208,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
209,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
210,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
211,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
212,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
213,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
214,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
215,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
216,1,1,1,3,1,2,2,4,1,2,2,2,2,3,1,4
217,1,1,3,3,1,2,2,4,1,2,2,2,2,3,1,4
