,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Movability,Washability,Dismountability,Shape,Handle,name
1322,ceramic,black,360g,16oz,8.4,8.4,11.4,container,0,0,1,1,1,0,cylindrical,1,mug
1323,ceramic,beige,340g,350ml,11,15,9.5,container,0,0,1,1,1,0,cylindrical,1,mug
1324,ceramic,other,350g,312ml,16.1,12.1,10.3,container,0,0,1,1,1,0,cylindrical,1,mug
1325,ceramic,other,108g,other,9,8.7,12.6,container,0,0,1,1,1,0,cylindrical,1,mug
1326,ceramic,other,410g,450ml,17,15.9,14.3,container,0,0,1,1,1,0,cylindrical,1,mug
1327,ceramic,other,100g,11oz,18.3,16.1,12.8,container,0,0,1,1,1,0,cylindrical,1,mug
1328,ceramic,other,299g,other,12.5,11,7.5,container,0,0,1,1,1,0,cylindrical,1,mug
1329,plastic,red,220g,420ml,12,8.5,17.5,container,0,1,1,1,1,1,cylindrical,1,mug
1330,ceramic,white,280g,375ml,12.6,9.3,10.5,container,0,0,1,1,1,0,cylindrical,1,mug
1331,ceramic,other,380g,other,11.5,10.7,10.2,container,0,0,1,1,1,0,cylindrical,1,mug
1332,ceramic,other,300g,11oz,17.6,13.8,13.4,container,0,0,1,1,1,0,cylindrical,1,mug
1333,ceramic,white,410g,350ml,16,11,12,container,0,0,1,1,1,0,cylindrical,1,mug
1334,metal,orange,350g,480ml,21,10.5,10.5,container,0,0,1,1,1,0,cylindrical,1,mug
1335,wood,other,200g,560ml,10,10,18,container,0,1,1,1,1,1,cylindrical,0,mug
1336,ceramic,blue,299g,12oz,15.8,10.7,10.2,container,0,0,1,1,1,0,cylindrical,1,mug
1337,metal,pink,380g,450ml,20.5,12.6,9.2,container,0,1,1,1,1,1,cylindrical,0,mug
1338,ceramic,white,370g,11oz,11.8,10.7,9.2,container,0,0,1,1,1,0,cylindrical,1,mug
1339,ceramic,other,352g,350ml,8,8,10,container,0,0,1,1,1,0,cylindrical,1,mug
1340,ceramic,other,370g,330ml,9.3,9,9,container,0,0,1,1,1,0,cylindrical,1,mug
1341,ceramic,other,420g,11oz,12,10.4,8.8,container,0,0,1,1,1,0,cylindrical,1,mug
1342,ceramic,other,320g,other,12.19,11.18,10.16,container,0,0,1,1,1,0,cylindrical,1,mug
1343,stone,yellow,381g,other,14.7,14.1,10.8,container,0,0,1,1,1,0,cylindrical,1,mug
1344,ceramic,other,500g,400ml,17.5,11,11,container,0,0,1,1,1,0,cylindrical,1,mug
1345,ceramic,grey,396g,397ml,12.19,10.41,8.38,container,0,0,1,1,1,0,cylindrical,1,mug
1346,plastic,green,218g,400ml,14,12.7,9.6,container,0,1,1,1,1,1,cylindrical,1,mug
1347,ceramic,other,310g,0.4L,20.1,14.1,11.6,container,0,0,1,1,1,0,cylindrical,1,mug
1348,ceramic,white,380g,other,8.5,11.5,10.5,container,0,0,1,1,1,0,cylindrical,1,mug
1349,ceramic,other,359g,other,12.3,10,8.9,container,0,0,1,1,1,0,cylindrical,1,mug
1350,ceramic,blue,330g,480ml,10.3,11.8,10.2,container,0,0,1,1,1,0,cylindrical,1,mug
1351,ceramic,other,446g,11oz,15.2,11.7,9.7,container,0,0,1,1,1,0,cylindrical,1,mug
1352,ceramic,white,380g,other,other,other,other,container,0,0,1,1,1,0,cylindrical,1,mug
1353,glass,red,570g,350ml,17.9,16.1,10.7,container,0,0,1,1,1,0,cylindrical,1,mug
1354,ceramic,black,540g,350ml,20.2,16.1,11.4,container,0,1,1,1,1,1,cylindrical,1,mug
1355,ceramic,other,428g,other,16.5,13.1,11.5,container,0,0,1,1,1,0,cylindrical,1,mug
1356,ceramic,other,372g,11oz,12,10.5,8.8,container,0,0,1,1,1,0,cylindrical,1,mug
1357,metal,black,298g,380ml,9,9,15,container,0,1,1,1,1,1,cylindrical,0,mug
1358,ceramic,other,310g,300ml,15.7,10.7,10.5,container,0,0,1,1,1,0,cylindrical,1,mug
1359,ceramic,blue,540g,550ml,10,15,11,container,0,0,1,1,1,0,cylindrical,1,mug
1360,wood,other,290g,300ml,15,10,9,container,0,0,1,1,1,0,cylindrical,1,mug
1361,wood,black,180g,227ml,8.5,8.5,17,container,0,1,1,1,1,1,cylindrical,0,mug
1362,stone,other,260g,350ml,29.5,29.5,8.5,container,0,0,1,1,1,0,cylindrical,1,mug
1363,metal,other,390g,350ml,21.2,9.2,9.2,container,0,1,1,1,1,1,cylindrical,0,mug
1364,metal,black,796g,9L,46.3,27.5,7.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1365,metal,black,800g,other,47.5,29.49,7.49,kitchenware,0,0,1,1,1,0,circular,1,pan
1366,metal,red,1.95kg,3.2L,42.5,33.5,9.6,kitchenware,0,1,1,1,1,1,circular,1,pan
1367,metal,black,880g,other,43,33,6.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1368,metal,black,1.9kg,other,60,40,13,kitchenware,0,0,1,1,1,0,circular,1,pan
1369,metal,other,1.38kg,2350ml,30,5,49,kitchenware,0,0,1,1,1,0,circular,1,pan
1370,metal,black,910g,other,43,24.6,7.9,kitchenware,0,0,1,1,1,0,circular,1,pan
1371,metal,other,2.5kg,4L,54.3,28,7.5,kitchenware,0,1,1,1,1,1,circular,1,pan
1372,metal,other,630g,other,7.5,28,45.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1373,metal,other,366g,other,5.2,20.2,35.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1374,metal,other,710g,other,24,22.5,5.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1375,metal,other,0.91kg,other,50.4,35,7.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1376,metal,other,1.21kg,other,35.2,29.7,5.7,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1377,metal,black,580g,other,6.7,21,4.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1378,metal,blue,2.24kg,other,54,32.8,8.9,kitchenware,0,1,1,1,1,1,circular,1,pan
1379,metal,black,100g,other,26,6.5,12,kitchenware,0,0,1,1,1,0,circular,1,pan
1380,metal,grey,640g,other,41.4,29.5,8.9,kitchenware,0,0,1,1,1,0,circular,1,pan
1381,metal,other,789g,other,28,28,3.8,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1382,metal,black,1.77kg,4L,38,28,16,kitchenware,0,1,1,1,1,1,circular,1,pan
1383,metal,other,2.2kg,other,55,31.1,9.6,kitchenware,0,0,1,1,1,0,circular,1,pan
1384,other,other,1.52kg,other,49,31.5,8.7,kitchenware,0,1,1,1,1,1,circular,1,pan
1385,metal,other,1.8kg,other,50.9,31.1,7.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1386,metal,black,1.26kg,other,41.7,29.5,6.5,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1387,metal,black,3.95kg,other,59.4,35.79,17.2,kitchenware,0,1,1,1,1,1,circular,1,pan
1388,metal,other,890g,other,47,26,4.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1389,metal,other,1kg,other,30.6,26,6.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1390,metal,black,2kg,other,40,40,5.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1391,metal,other,1.85kg,2.33L,31.3,30.8,7.1,kitchenware,0,1,1,1,1,1,circular,1,pan
1392,metal,other,510g,other,6,24.2,42.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1393,metal,other,650g,other,43.3,24,5.3,kitchenware,0,0,1,1,1,0,circular,1,pan
1394,metal,black,2.04kg,other,40.13,25.4,2.54,kitchenware,0,0,1,1,1,0,circular,1,pan
1395,metal,other,400g,other,30.2,15.8,6.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1396,metal,other,1.01kg,other,14.5,21,39,kitchenware,0,0,1,1,1,0,circular,1,pan
1397,metal,orange,900g,other,49,26,4.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1398,metal,black,1.25kg,other,28,28,4.3,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1399,metal,other,998g,other,38.28,22.81,7.7,kitchenware,0,1,1,1,1,1,circular,1,pan
1400,metal,black,1.26kg,other,11.5,27,47,kitchenware,0,0,1,1,1,0,circular,1,pan
1401,metal,other,683g,other,46.4,31,7.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1402,metal,other,1.13kg,other,32.5,30.7,5.3,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1403,metal,other,3.15kg,other,38,11,34,kitchenware,0,1,1,1,1,1,circular,1,pan
1404,metal,black,800g,1000ml,24,35.5,4.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1405,metal,black,1.31kg,other,26,26,1.3,kitchenware,0,0,1,1,1,0,circular,1,pan
1406,metal,black,1.64kg,other,51.4,34,8,kitchenware,0,0,1,1,1,0,circular,1,pan
1407,metal,other,1.18kg,other,50.5,29.1,7.5,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1408,metal,other,150g,other,30.4,13.2,3,kitchenware,0,0,1,1,1,0,circular,1,pan
1409,metal,black,1.09kg,other,34.7,33.6,12.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1410,metal,other,1kg,other,38.4,21.1,6.6,kitchenware,0,0,1,1,1,0,circular,1,pan
1411,metal,black,1.12kg,3.6L,46.9,28.9,6.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1412,metal,other,410g,1L,14,14,7.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1413,metal,black,677g,500ml,50,30,8,kitchenware,0,0,1,1,1,0,circular,1,pan
1414,metal,other,1.1kg,other,38.5,21,15.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1415,metal,grey,1.54kg,5L,25,39,19,kitchenware,0,1,1,1,1,1,circular,1,pan
1416,metal,black,727g,other,44.5,27,5,kitchenware,0,0,1,1,1,0,circular,1,pan
1417,metal,black,1.16kg,3L,45.1,26.9,5.7,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1418,metal,black,2.68kg,other,61.5,32,8,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1419,metal,other,2.55kg,other,38.5,34.5,11,kitchenware,0,1,1,1,1,1,circular,1,pan
1420,metal,silver,1.45kg,other,27.9,27.9,6.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1421,metal,red,1.26kg,other,48.9,30.4,9.3,kitchenware,0,0,1,1,1,0,circular,1,pan
1422,metal,silver,1.91kg,2.9L,46.5,25.4,10.9,kitchenware,0,1,1,1,1,1,circular,1,pan
1423,metal,black,2.95kg,other,43.8,26.7,6.7,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1424,metal,other,2.75kg,1.6L,56.4,30.5,9.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1425,metal,other,1.64kg,other,51.4,34,8,kitchenware,0,0,1,1,1,0,circular,1,pan
1426,metal,black,3.6kg,other,45.7,31.9,5.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1427,metal,silver,1.09kg,other,23.9,23.9,5.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1428,metal,other,1.94kg,other,34.6,26.3,9.4,kitchenware,0,1,1,1,1,1,circular,1,pan
1429,metal,silver,771g,other,36.8,22.4,6.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1430,metal,black,1.34kg,2.9L,17.2,9.8,8,kitchenware,0,1,1,1,1,1,circular,1,pan
1431,metal,black,680g,other,45.7,29.8,6.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1432,metal,other,3.18kg,1600ml,35.3,38.4,6.6,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1433,metal,black,1.74kg,other,36,36,5.6,kitchenware,0,1,1,1,1,1,circular,1,pan
1434,metal,other,2.17kg,other,29.4,28.7,8.9,kitchenware,0,1,1,1,1,1,circular,1,pan
1435,metal,other,1.16kg,other,58.42,35.56,15.24,kitchenware,0,1,1,1,1,1,circular,1,pan
1436,metal,grey,2.23kg,other,29.5,38,14,kitchenware,0,1,1,1,1,1,circular,1,pan
1437,metal,other,2.27kg,other,40.9,27.1,5.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1438,metal,gold,2.92kg,other,49.7,31.9,12.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1439,ceramic,other,780g,other,45,27.8,9.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1440,metal,black,2.52kg,other,38,27.6,6.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1441,metal,silver,2.04kg,other,52.1,31.8,5.1,kitchenware,0,1,1,1,1,1,circular,1,pan
1442,metal,other,5.04kg,other,33.3,31,11.5,kitchenware,0,1,1,1,1,1,circular,1,pan
1443,metal,black,1.24kg,5L,29.5,48.5,9.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1444,metal,other,1.5kg,other,40.3,23.1,6.85,kitchenware,0,0,1,1,1,0,circular,1,pan
1445,other,black,1.5g,other,46,5,32,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1446,metal,other,2.65kg,other,44.8,35.2,13.5,kitchenware,0,1,1,1,1,1,circular,1,pan
1447,metal,other,1.06kg,other,44,28,13,kitchenware,0,0,1,1,1,0,circular,1,pan
1448,metal,black,3kg,1.5L,40,40,4,kitchenware,0,1,1,1,1,1,circular,1,pan
1449,metal,black,1.14kg,other,44,35.2,7.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1450,metal,black,960g,other,45.4,28,5.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1451,metal,black,520g,other,36.5,20.8,6.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1452,metal,grey,3.65kg,3.5L,58.2,37.9,6,kitchenware,0,1,1,1,1,1,circular,1,pan
1453,metal,grey,other,other,other,other,other,kitchenware,0,0,1,1,1,0,circular,1,pan
1454,metal,black,1.2kg,other,45,475,27,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1455,metal,black,3.43kg,other,43.5,31.5,7.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1456,metal,other,1.74kg,2300ml,54,31,9,kitchenware,0,0,1,1,1,0,circular,1,pan
1457,metal,other,2.52kg,4L,52.83,33.78,2.79,kitchenware,0,1,1,1,1,1,circular,1,pan
1458,metal,other,1.62kg,other,50.2,28.6,7.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1459,metal,other,200g,other,35.5,20,4,kitchenware,0,0,1,1,1,0,circular,1,pan
1460,metal,black,2.31kg,other,30,31.5,15.5,kitchenware,0,1,1,1,1,1,circular,1,pan
1461,metal,other,800g,other,25.5,44.4,7.7,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1462,metal,other,0.81kg,other,46.5,29.4,9.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1463,metal,black,1.6kg,other,53.8,34.3,11.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1464,metal,other,660g,other,44.1,27.4,8.6,kitchenware,0,0,1,1,1,0,circular,1,pan
1465,glass,black,281g,1.6L,23,15.2,8,kitchenware,0,1,1,1,1,1,circular,1,pan
1466,metal,black,1.76kg,other,36,36,5.5,kitchenware,0,1,1,1,1,1,circular,1,pan
1467,metal,other,2.5kg,other,37,35,12,kitchenware,0,1,1,1,1,1,circular,1,pan
1468,metal,black,1.34kg,other,50,31,4.4,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1469,metal,other,1.17kg,other,47.5,30,7.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1470,metal,other,2.52kg,other,57.15,36.83,10.16,kitchenware,0,1,1,1,1,1,circular,1,pan
1471,metal,black,27g,other,30.5,12.7,2.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1472,metal,black,670g,other,44,24.6,5,kitchenware,0,0,1,1,1,0,circular,1,pan
1473,metal,black,3.9kg,2500ml,42,42,5,kitchenware,0,1,1,1,1,1,circular,1,pan
1474,metal,black,1.66kg,other,52,28,13,kitchenware,0,1,1,1,1,1,circular,1,pan
1475,metal,black,2.34kg,4.5L,28,28,8.2,kitchenware,0,1,1,1,1,1,circular,1,pan
1476,metal,other,2.08kg,other,57.1,31.1,11.5,kitchenware,0,0,1,1,1,0,circular,1,pan
1477,metal,red,2.04kg,2.5L,40.1,26.9,6.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1478,metal,other,1.9kg,other,46,39,5.7,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1479,metal,other,5kg,other,51.7,27.1,9.6,kitchenware,0,0,1,1,1,0,circular,1,pan
1480,metal,other,1.1kg,2.2L,47.6,27,9.6,kitchenware,0,0,1,1,1,0,circular,1,pan
1481,metal,other,880g,other,50,32,9,kitchenware,0,0,1,1,1,0,circular,1,pan
1482,metal,other,670g,other,3.81,20,34,kitchenware,0,0,1,1,1,0,circular,1,pan
1483,metal,black,1.52kg,other,28,28,30,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1484,metal,silver,2kg,4L,30,30,6.5,kitchenware,0,1,1,1,1,1,circular,1,pan
1485,metal,black,1.5kg,other,32.4,22,4.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1486,metal,black,1.18kg,3.7L,57.2,31.2,6.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1487,metal,other,1.68kg,other,47.5,29.59,11,kitchenware,0,1,1,1,1,1,circular,1,pan
1488,metal,black,780g,other,44.7,24,4.2,kitchenware,0,0,1,1,1,0,circular,1,pan
1489,metal,other,1.91kg,1200ml,26.7,38.9,4.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1490,metal,other,249g,other,49.2,29.1,9,kitchenware,0,0,1,1,1,0,circular,1,pan
1491,other,other,1.38kg,other,41,32.9,5.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1492,metal,black,3.56kg,other,43.2,30.5,5.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1493,metal,silver,20.4g,other,43,24.8,4.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1494,metal,red,520g,other,38,21.8,5.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1495,glass,black,1.74kg,5.4L,35.8,25.6,10,kitchenware,0,1,1,1,1,1,circular,1,pan
1496,metal,other,1.36kg,1500ml,22.6,22,12.8,kitchenware,0,1,1,1,1,1,circular,1,pan
1497,metal,other,1.28kg,3100ml,22,38,15,kitchenware,0,1,1,1,1,1,circular,1,pan
1498,metal,other,2kg,other,53.1,29.1,10.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1499,metal,black,699g,other,33.2,30.2,5,kitchenware,0,0,1,1,1,0,circular,1,pan
1500,metal,black,998g,other,49,29,13,kitchenware,0,0,1,1,1,0,circular,1,pan
1501,metal,other,1.34kg,other,46.2,24.6,7.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1502,metal,other,1.95kg,other,50.5,12.5,32,kitchenware,0,0,1,1,1,0,circular,1,pan
1503,metal,black,2.7kg,other,44.5,13,31,kitchenware,0,1,1,1,1,1,rectangular,1,pan
1504,metal,red,2kg,other,32,32,4,kitchenware,0,1,1,1,1,1,rectangular,1,pan
1505,metal,black,4.5kg,other,42,40,10.5,kitchenware,0,1,1,1,1,1,circular,1,pan
1506,metal,black,1.74kg,4.2L,13.3,29.1,55.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1507,metal,black,299g,other,34.8,22.2,4.4,kitchenware,0,0,1,1,1,0,circular,1,pan
1508,metal,other,other,other,other,other,other,kitchenware,0,0,1,1,1,0,circular,1,pan
1509,metal,silver,other,other,other,other,other,kitchenware,0,1,1,1,1,1,circular,1,pan
1510,metal,black,640g,other,27,26.4,7.2,kitchenware,0,0,1,1,1,0,circular,1,pan
1511,metal,black,154g,other,42,25.6,4,kitchenware,0,0,1,1,1,0,circular,1,pan
1512,metal,other,other,other,other,other,other,kitchenware,0,0,1,1,1,0,circular,1,pan
1513,metal,other,2.9kg,other,25,29,4,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1514,metal,black,3.4kg,other,70,26,5,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1515,metal,black,800g,1L,28,28,10,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1516,metal,silver,1.04kg,1300ml,35,17,11,kitchenware,0,0,1,1,1,0,circular,1,pan
1517,ceramic,other,570g,other,8.2,21.3,38.2,kitchenware,0,0,1,1,1,0,circular,1,pan
1518,other,other,1.2kg,other,40.4,30,4.6,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1519,glass,white,2300g,other,26,26,4.5,tableware,0,0,1,1,1,0,circular,0,plate
1520,ceramic,blue,1.78pounds,other,28,28,2.7,tableware,0,0,1,1,1,0,circular,0,plate
1521,ceramic,other,785g,other,28.7,28.7,3.1,tableware,0,0,1,1,1,0,circular,0,plate
1522,ceramic,white,650,other,26.8,26.8,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1523,ceramic,white,650,other,27,27,2.7,tableware,0,0,1,1,1,0,circular,0,plate
1524,ceramic,white,4.6kg,other,25,26,7.5,tableware,0,0,1,1,1,0,circular,0,plate
1525,ceramic,white,667.6,other,27,27,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1526,ceramic,white,667.6,other,24.6,24.6,2.5,tableware,0,0,1,1,1,0,rectangular,0,plate
1527,ceramic,grey,other,other,other,other,other,tableware,0,0,1,1,1,0,circular,0,plate
1528,ceramic,grey,other,other,27,27,other,tableware,0,0,1,1,1,0,circular,0,plate
1529,ceramic,blue,other,other,21.5,21.5,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1530,ceramic,grey,800g,other,28,28,2,tableware,0,0,1,1,1,0,circular,0,plate
1531,ceramic,white,other,other,27,27,other,tableware,0,0,1,1,1,0,circular,0,plate
1532,ceramic,other,530,other,25,25,4.1,tableware,0,0,1,1,1,0,circular,0,plate
1533,ceramic,blue,900,other,33.2,32.2,3.3,tableware,0,0,1,1,1,0,circular,0,plate
1534,ceramic,white,other,other,other,other,other,tableware,0,0,1,1,1,0,circular,0,plate
1535,ceramic,white,400,other,26.2,26,1.8,tableware,0,0,1,1,1,0,circular,0,plate
1536,wood,other,820g,other,25,25,other,tableware,0,0,1,1,1,0,circular,0,plate
1537,ceramic,other,other,other,27.6,27.6,other,tableware,0,0,1,1,1,0,circular,0,plate
1538,ceramic,white,other,other,23.5,23.5,2,tableware,0,0,1,1,1,0,rectangular,0,plate
1539,ceramic,white,other,other,20.2,20.2,other,tableware,0,0,1,1,1,0,circular,0,plate
1540,ceramic,black,other,other,25.4,25.4,other,tableware,0,0,1,1,1,0,circular,0,plate
1541,ceramic,grey,other,other,24,24,other,tableware,0,0,1,1,1,0,circular,0,plate
1542,ceramic,grey,720,other,34,32.2,3.1,tableware,0,0,1,1,1,0,circular,0,plate
1543,ceramic,white,460,other,37.2,31,1,tableware,0,0,1,1,1,0,circular,0,plate
1544,ceramic,white,4.2kg,other,24.7,24.7,2.2,tableware,0,0,1,1,1,0,rectangular,0,plate
1545,ceramic,blue,425,other,26,26,3,tableware,0,0,1,1,1,0,circular,0,plate
1546,ceramic,white,4.77kg,other,32,29,14,tableware,0,0,1,1,1,0,circular,0,plate
1547,ceramic,white,415,other,26.5,26.5,3,tableware,0,0,1,1,1,0,circular,0,plate
1548,ceramic,white,250g,other,15,15,5,tableware,0,0,1,1,1,0,circular,0,plate
1549,ceramic,yellow,640g,other,25.2,24,5.8,tableware,0,0,1,1,1,0,circular,0,plate
1550,glass,white,2300g,other,26,26,4.5,tableware,0,0,1,1,1,0,circular,0,plate
1551,ceramic,white,620,other,25.5,23,3.8,tableware,0,0,1,1,1,0,other,0,plate
1552,ceramic,white,other,other,24.5,24.5,other,tableware,0,0,1,1,1,0,circular,0,plate
1553,ceramic,white,460g,other,23,23,2.2,tableware,0,0,1,1,1,0,circular,0,plate
1554,glass,black,other,other,25,25,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1555,plastic,other,260,other,25.5,25.5,1.5,tableware,0,0,1,1,1,0,circular,0,plate
1556,ceramic,white,other,other,26.5,26.5,other,tableware,0,0,1,1,1,0,circular,0,plate
1557,ceramic,white,700g,other,37.2,27.9,7.5,tableware,0,0,1,1,1,0,circular,0,plate
1558,ceramic,yellow,810g,other,28.7,28.5,4.4,tableware,0,0,1,1,1,0,circular,0,plate
1559,plastic,blue,260g,other,28,28,2,tableware,0,0,1,1,1,0,circular,0,plate
1560,ceramic,grey,980,other,26.5,26.5,3,tableware,0,0,1,1,1,0,circular,0,plate
1561,plastic,other,249.5,other,27.94,27.94,1.88,tableware,0,0,1,1,1,0,circular,0,plate
1562,ceramic,other,other,other,26,26,other,tableware,0,0,1,1,1,0,circular,0,plate
1563,ceramic,grey,200g,other,26.5,26.5,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1564,plastic,white,other,other,25.4,25.4,other,tableware,0,0,1,1,1,0,circular,0,plate
1565,glass,white,360,other,25,25,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1566,ceramic,other,other,other,27,27,other,tableware,0,0,1,1,1,0,circular,0,plate
1567,ceramic,white,605,other,25,14,2.5,tableware,0,0,1,1,1,0,rectangular,0,plate
1568,plastic,other,155g,other,25,25,1,tableware,0,0,1,1,1,0,circular,0,plate
1569,ceramic,other,750,,32.5,31.2,2.92,tableware,0,0,1,1,1,0,circular,0,plate
1570,ceramic,other,other,other,20.5,20.5,other,tableware,0,0,1,1,1,0,circular,0,plate
1571,ceramic,white,650,other,27,27,2,tableware,0,0,1,1,1,0,circular,0,plate
1572,ceramic,black,770,other,24,24,2,tableware,0,0,1,1,1,0,rectangular,0,plate
1573,plastic,white,other,other,16.5,16.5,other,tableware,0,0,1,1,1,0,rectangular,0,plate
1574,glass,transparent,700g,other,28,28,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1575,ceramic,blue,other,other,28,28,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1576,metal,silver,175g,other,25.6,25.6,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1577,ceramic,black,other,other,27,27,other,tableware,0,0,1,1,1,0,circular,0,plate
1578,glass,black,830g,other,30,26,3,tableware,0,0,1,1,1,0,circular,0,plate
1579,ceramic,white,other,other,26.6,26.6,1.8,tableware,0,0,1,1,1,0,circular,0,plate
1580,ceramic,white,other,other,28,28,3,tableware,0,0,1,1,1,0,circular,0,plate
1581,ceramic,grey,other,other,27,27,other,tableware,0,0,1,1,1,0,circular,0,plate
1582,ceramic,white,other,other,28,28,2,tableware,0,0,1,1,1,0,circular,0,plate
1583,glass,white,other,other,25,25,2.5,tableware,0,0,1,1,1,0,circular,0,plate
1584,plastic,white,other,other,16.5,16.5,other,tableware,0,0,1,1,1,0,rectangular,0,plate
1585,ceramic,white,other,other,23.5,23.5,2,tableware,0,0,1,1,1,0,rectangular,0,plate
1586,metal,silver,604g,,23.3,22.3,7.2,tableware,0,0,1,1,1,0,circular,0,plate
1587,ceramic,white,180g,,21.21,20.8,1.6,tableware,0,0,1,1,1,0,circular,0,plate
1588,metal,silver,300g,other,9.5,9.5,1,tableware,0,0,1,1,1,0,circular,0,plate
1589,ceramic,white,825,,27,27,4.5,tableware,0,0,1,1,1,0,circular,0,plate
1590,plastic,yellow,870g,other,28.7,28.3,4.6,tableware,0,0,1,1,1,0,circular,0,plate
1591,glass,white,250g,other,33,33,other,tableware,0,0,1,1,1,0,circular,0,plate
1592,metal,white,720g,other,22,22,other,tableware,0,0,1,1,1,0,circular,0,plate
1593,ceramic,white,other,other,28,28,other,tableware,0,0,1,1,1,0,circular,0,plate
1594,glass,black,0.38kg,other,25,25,2,tableware,0,0,1,1,1,0,circular,0,plate
1595,other,purple,200g,other,10,2,1,tableware,0,0,1,1,1,0,rectangular,0,plate
1596,plastic,other,180g,other,21.5,21.5,2,tableware,0,0,1,1,1,0,circular,0,plate
1597,glass,white,366.7,other,28.09,27.1,4.39,tableware,0,0,1,1,1,0,circular,0,plate
