,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Movability,Washability,Dismountability,Shape,Handle,name
1056,metal,blue,1.89kg,1.5L,22,22,25,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1057,metal,red,2.2kg,1.2L,21.5,20,28,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1058,metal,transparent,1.86kg,1.5L,24.4,24.2,19.2,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1059,other,black,1.04kg,1.7L,22.4,22.2,16.4,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1060,metal,green,1.8kg,1.8L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1061,metal,other,610g,750ml,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1062,metal,blue,500g,2.1L,22.7,22.7,25.7,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1063,metal,black,1.15kg,1.5L,17.5,19.3,27.7,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1064,metal,black,1.22kg,1.7L,21.8,15,24.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1065,plastic,other,121g,other,13.8,8,8,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1066,metal,white,1.46kg,1.7L,25.2,20.3,20.1,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1067,metal,black,1.38kg,1.5L,15.5,23.5,24.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1068,metal,other,625g,1L,18.5,17.5,15.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1069,plastic,red,1.49kg,100cl,21,16,20,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1070,plastic,white,1.17kg,0.5L,16.8,17,9.8,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1071,other,white,1.0kg,1L,21.3,22.2,15.4,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1072,glass,transparent,1.63kg,1.7L,27.7,24.3,22.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1073,metal,black,100g,1.7L,50,50,50,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1074,plastic,grey,1.46kg,1.7L,26,22,22,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1075,glass,transparent,1.38kg,1.7L,26,23.5,18.7,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1076,metal,pink,900g,555ml,17,13.9,13.2,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1077,other,other,500g,other,25.2,22.2,13.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1078,metal,other,819g,1200ml,10,10,10,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1079,other,white,1.14kg,1.7L,23.2,15.5,27,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1080,other,white,1.7kg,1.7L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1081,metal,silver,920g,1L,20,16,23,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1082,metal,other,820g,1200ml,10,10,10,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1083,metal,other,820g,1200ml,10,10,10,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1084,metal,silver,620g,0.7L,30,13,16,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1085,metal,other,901g,1L,1,1,1,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1086,plastic,red,960g,1.7L,24.3,20.5,14.1,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1087,metal,black,700g,750ml,23.8,14.8,10.2,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1088,plastic,white,940g,1.7L,15,22.5,23.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1089,metal,grey,700g,348ml,11.4,9.2,30.8,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1090,metal,silver,620g,1L,31.2,23.4,17.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1091,metal,silver,1.0kg,1.7L,21.34,20.57,18.29,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1092,metal,other,630g,750ml,8.5,8.5,22,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1093,metal,other,860g,1L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1094,metal,transparent,2.56kg,1L,22.9,20.8,20.8,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1095,metal,black,1.18kg,1.7L,23,21,17,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1096,metal,black,1.18kg,1.7L,23.4,21.8,20.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1097,metal,white,2.3kg,1.7L,17,21.5,24.7,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1098,metal,silver,280g,450ml,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1099,other,white,1.42kg,1.7L,25.4,20.5,17.4,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1100,metal,gold,1.52kg,1.7L,20.5,15,24,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1101,glass,transparent,1.42kg,other,31.4,25.4,19.4,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1102,plastic,other,770g,other,15.5,15.5,11,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1103,metal,other,369g,500ml,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1104,metal,other,850g,1300ml,45,35,30,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1105,glass,transparent,1.53kg,1.7L,26.6,23.5,18.9,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1106,metal,silver,692g,1.7L,25.2,22.6,17.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1107,other,white,1.38kg,1L,24.8,22.2,16.9,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1108,plastic,transparent,1.1kg,1L,23.1,21.7,20.8,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1109,plastic,white,1.04kg,1.6L,22.2,20.8,17.2,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1110,glass,transparent,2.2kg,1.7L,18,18,31,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1111,metal,other,1.18kg,1.7L,21.8,15,24.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1112,other,black,1.7kg,1.7L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1113,metal,grey,other,1.7L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1114,metal,other,622g,750ml,8.5,8.5,22,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1115,plastic,white,735g,1.7L,23,12.5,23,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1116,metal,white,760g,1L,21.2,15.6,15.2,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1117,other,transparent,1.46kg,1.7L,26.92,24.13,19.05,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1118,glass,transparent,1.48kg,1.7L,22.5,16.5,22.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1119,metal,transparent,1.1kg,1.7L,23.5,23,16.8,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1120,metal,black,2.05kg,0.9L,27.7,24.4,23.4,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1121,other,black,1kg,1L,21.3,22,15.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1122,metal,transparent,1.8kg,1.8L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1123,glass,transparent,898g,1.7L,16,19,21.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1124,metal,black,1.19kg,0.8L,20.7,23.8,21.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1125,metal,red,989g,1.7L,16.2,23.4,24.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1126,metal,beige,1.15kg,3.5L,25,22.8,22.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1127,metal,black,1.97kg,1.7L,19.5,54.5,29,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1128,metal,beige,100g,1.7L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1129,plastic,white,other,0.9L,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1130,metal,other,1.5kg,1.8L,15.4,21,27.4,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1131,metal,beige,750g,0.6L,17,13,12,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1132,metal,grey,1.43kg,1.7L,22.5,15.8,24.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1133,metal,other,1.64kg,1.7L,29,27,23,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1134,metal,black,1.21kg,1.7L,19,21.5,27.9,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1135,metal,black,860g,2.7L,20.32,19.56,16.51,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1136,metal,other,520g,750ml,other,other,other,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1137,metal,black,794g,1L,20.9,14.9,23.3,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1138,metal,green,1.15kg,1.7L,20,24,30,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1139,metal,silver,350g,0.3L,20.1,12.8,9.1,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1140,metal,other,1.0kg,1.8L,23.5,20.8,17,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1141,metal,silver,350g,1.6L,15,16.5,21,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1142,metal,other,290g,2L,24,18,15,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1143,other,green,1.35kg,1.7L,28,23,20,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1144,metal,other,1.2kg,1.7L,28.2,22.7,18.4,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1145,other,other,600g,1L,18.6,16.7,15,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1146,other,silver,1.84kg,1.25L,24.3,25.3,16.9,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1147,metal,other,200g,1.8L,18,17.5,22.5,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1148,metal,silver,365g,350ml,20.7,12.8,9,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1149,metal,white,1.65kg,1.7L,26.3,21.2,20.7,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1150,glass,transparent,1.55kg,1.5L,22.3,14.2,24.3,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1151,plastic,grey,960g,1.3L,21,19.8,15.6,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1152,metal,other,1.05kg,1.7L,16.5,25,21.8,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1153,metal,transparent,2.0kg,1.7L,23,20,15,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1154,other,other,215g,other,3,30,26,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1155,metal,other,1.48kg,1.8L,28.19,23.11,22.86,home_appliance,1,1,1,1,0,0,cylindrical,1,kettle
1156,metal,silver,960g,other,25.2,6,5.6,tableware,0,0,0,1,1,0,other,1,knife
1157,metal,silver,160g,other,23,2,1,tableware,0,0,0,1,1,0,other,1,knife
1158,metal,silver,500g,other,24.4,6.2,3,tableware,0,0,0,1,1,0,other,1,knife
1159,metal,silver,217g,other,22,16,1.2,tableware,0,0,0,1,1,0,other,1,knife
1160,metal,black,207g,other,28,17,1.4,tableware,0,0,0,1,1,0,other,1,knife
1161,metal,silver,60g,other,24,5.6,0.4,tableware,0,0,0,1,1,0,other,1,knife
1162,metal,silver,1.16kg,other,25.8,5.8,5.1,tableware,0,0,0,1,1,0,other,1,knife
1163,metal,black,320g,other,24.2,6.6,5,tableware,0,0,0,1,1,0,other,1,knife
1164,metal,silver,780g,other,22.7,2.2,0.5,tableware,0,0,0,1,1,0,other,1,knife
1165,metal,black,422g,other,29.5,2,17.8,tableware,0,0,0,1,1,0,other,1,knife
1166,metal,silver,560g,other,24.8,5.4,4.6,tableware,0,0,0,1,1,0,other,1,knife
1167,metal,silver,1.18kg,other,26.7,5.7,5.7,tableware,0,0,0,1,1,0,other,1,knife
1168,metal,silver,40g,other,21,2,0.5,tableware,0,0,0,1,1,0,other,1,knife
1169,metal,silver,500g,other,21.21,7.62,7.62,tableware,0,0,0,1,1,0,other,1,knife
1170,metal,silver,87g,other,22.5,2,0.5,tableware,0,0,0,1,1,0,other,1,knife
1171,metal,silver,82.4g,other,26.5,13.3,5.9,tableware,0,0,0,1,1,0,other,1,knife
1172,metal,silver,89g,other,16,2,1,tableware,0,0,0,1,1,0,other,1,knife
1173,metal,black,310g,other,25.2,6.8,5.7,tableware,0,0,0,1,1,0,other,1,knife
1174,metal,silver,1.06kg,other,25.5,5.7,5,tableware,0,0,0,1,1,0,other,1,knife
1175,metal,silver,1.15kg,other,25.7,5.9,5.1,tableware,0,0,0,1,1,0,other,1,knife
1176,metal,black,295g,other,28.2,18.5,1.9,tableware,0,0,0,1,1,0,other,1,knife
1177,metal,black,27.2g,other,25,16,6,tableware,0,0,0,1,1,0,other,1,knife
1178,metal,silver,220g,other,1,2.5,22,tableware,0,0,0,1,1,0,other,1,knife
1179,metal,other,other,other,22.8,other,other,tableware,0,0,0,1,1,0,other,1,knife
1180,metal,silver,70g,other,21,6.3,0.7,tableware,0,0,0,1,1,0,other,1,knife
1181,metal,silver,79,other,21.5,5,0.3,tableware,0,0,0,1,1,0,other,1,knife
1182,metal,silver,100g,other,23.9,1.9,0.7,tableware,0,0,0,1,1,0,other,1,knife
1183,metal,silver,640g,other,25,16.2,4.1,tableware,0,0,0,1,1,0,other,1,knife
1184,metal,silver,90g,other,15,1.5,4,tableware,0,0,0,1,1,0,other,1,knife
1185,metal,silver,other,other,19.81,other,other,tableware,0,0,0,1,1,0,other,1,knife
1186,metal,silver,78g,other,24,4,3,tableware,0,0,0,1,1,0,other,1,knife
1187,metal,silver,110g,other,23.2,1.44,0.88,tableware,0,0,0,1,1,0,other,1,knife
1188,metal,silver,41g,other,17.5,5.69,1.19,tableware,0,0,0,1,1,0,other,1,knife
1189,metal,black,260g,other,22.2,11.6,1.6,tableware,0,0,0,1,1,0,other,1,knife
1190,metal,silver,50g,other,16,2,0.5,tableware,0,0,0,1,1,0,other,1,knife
1191,metal,silver,100g,other,24.5,1.5,0.9,tableware,0,0,0,1,1,0,other,1,knife
1192,metal,wood,340g,other,25.5,3,2,tableware,0,0,0,1,1,0,other,1,knife
1193,metal,gold,other,other,23.37,other,other,tableware,0,0,0,1,1,0,other,1,knife
1194,metal,silver,86g,other,24,4.6,0.5,tableware,0,0,0,1,1,0,other,1,knife
1195,metal,silver,other,other,24,other,other,tableware,0,0,0,1,1,0,other,1,knife
1196,metal,black,other,other,11.43,other,other,tableware,0,0,0,1,1,0,other,1,knife
1197,metal,white,180g,other,24,2,1,tableware,0,0,0,1,1,0,other,1,knife
1198,metal,silver,other,other,20.5,10.3,2.3,tableware,0,0,0,1,1,0,other,1,knife
1199,metal,silver,other,other,23,other,other,tableware,0,0,0,1,1,0,other,1,knife
1200,metal,silver,108,other,24.5,other,other,tableware,0,0,0,1,1,0,other,1,knife
1201,metal,silver,90g,other,21,2.5,0.5,tableware,0,0,0,1,1,0,other,1,knife
1202,metal,silver,other,other,20.5,10.3,0.23,tableware,0,0,0,1,1,0,other,1,knife
1203,metal,silver,other,other,22.5,other,other,tableware,0,0,0,1,1,0,other,1,knife
1204,metal,gold,72,other,other,other,other,tableware,0,0,0,1,1,0,other,1,knife
1205,metal,silver,272g,other,15.24,15.24,15.24,tableware,0,0,0,1,1,0,other,1,knife
1206,wood,wood,200g,other,other,other,other,tableware,0,0,0,1,1,0,other,1,knife
1207,metal,blue,90g,other,31.5,9,0.2,tableware,0,0,0,1,1,0,other,1,knife
1208,metal,other,299g,other,25.7,3.2,2.39,tableware,0,0,0,1,1,0,other,1,knife
1209,metal,other,290g,other,25.5,3.4,2.49,tableware,0,0,0,1,1,0,other,1,knife
1210,metal,silver,1.73kg,other,9.65,30.48,6.35,tableware,0,0,0,1,1,0,other,1,knife
1211,metal,silver,other,other,20.01,other,other,tableware,0,0,0,1,1,0,other,1,knife
1212,metal,gold,other,other,20.01,other,other,tableware,0,0,0,1,1,0,other,1,knife
1213,metal,black,130,other,23.5,other,other,tableware,0,0,0,1,1,0,other,1,knife
1214,wood,wood,other,other,other,other,other,tableware,0,0,0,1,1,0,other,1,knife
1215,metal,black,338g,354ml,8.8,12.8,11.6,container,0,1,1,1,1,1,cylindrical,1,mug
1216,ceramic,white,430g,312ml,10,10,10,container,0,0,1,1,1,0,cylindrical,1,mug
1217,glass,blue,340g,12oz,9,9,13,container,0,1,1,1,1,1,cylindrical,0,mug
1218,glass,red,2g,other,15,10,10,container,0,0,1,1,1,0,cylindrical,1,mug
1219,stone,black,410g,350ml,9.1,12.3,9.3,container,0,0,1,1,1,0,cylindrical,1,mug
1220,ceramic,other,350g,375ml,12.5,9,9,container,0,0,1,1,1,0,cylindrical,1,mug
1221,ceramic,white,380g,312ml,9,9,9,container,0,0,1,1,1,0,cylindrical,1,mug
1222,ceramic,white,330g,11oz,9,9,9,container,0,0,1,1,1,0,cylindrical,1,mug
1223,ceramic,red,670g,567ml,10.3,6,12.3,container,0,0,1,1,1,0,cylindrical,1,mug
1224,stone,blue,490g,350ml,9.1,12.3,9.3,container,0,0,1,1,1,0,cylindrical,1,mug
1225,ceramic,white,350g,330ml,11.7,10.5,8.4,container,0,0,1,1,1,0,cylindrical,1,mug
1226,ceramic,other,270g,220ml,11,11,10,container,0,0,1,1,1,0,cylindrical,1,mug
1227,ceramic,other,381g,other,14.7,12.4,11.9,container,0,1,1,1,1,1,cylindrical,1,mug
1228,plastic,grey,201g,other,12.1,8.9,11.4,container,0,1,1,1,1,1,cylindrical,1,mug
1229,ceramic,other,420g,12oz,10,11,8.5,container,0,0,1,1,1,0,cylindrical,1,mug
1230,ceramic,other,358g,300ml,11,13,9,container,0,0,1,1,1,0,cylindrical,1,mug
1231,metal,other,210g,450ml,13,9,12,container,0,1,1,1,1,1,cylindrical,1,mug
1232,ceramic,other,440g,350ml,11.5,9,8,container,0,0,1,1,1,0,cylindrical,1,mug
1233,plastic,black,200g,350ml,14.4,13,10.2,container,0,0,1,1,1,0,cylindrical,1,mug
1234,ceramic,white,380g,325ml,8,11,10,container,0,0,1,1,1,0,cylindrical,1,mug
1235,ceramic,pink,400g,325ml,15,11.6,9.6,container,0,0,1,1,1,0,cylindrical,1,mug
1236,stone,black,249g,0.4L,11.2,11,9.4,container,0,0,1,1,1,0,cylindrical,1,mug
1237,glass,yellow,340g,350ml,15.6,13.3,11.6,container,0,0,1,1,1,0,cylindrical,1,mug
1238,ceramic,gold,70g,380ml,15,14.8,14.8,container,0,0,1,1,1,0,cylindrical,1,mug
1239,plastic,blue,240g,350ml,14.5,13.7,10.2,container,0,0,1,1,1,0,cylindrical,1,mug
1240,metal,blue,350g,480ml,22.8,8.4,8.4,container,1,1,1,1,1,1,cylindrical,0,mug
1241,ceramic,other,320g,450ml,15,12,10,container,0,0,1,1,1,0,cylindrical,1,mug
1242,ceramic,other,299g,90ml,14.1,10.8,10.3,container,0,0,1,1,1,0,cylindrical,1,mug
1243,ceramic,other,300g,450ml,13.5,10,11,container,0,0,1,1,1,0,cylindrical,1,mug
1244,ceramic,other,200g,other,9.4,15.2,12.1,container,0,0,1,1,1,0,cylindrical,1,mug
1245,ceramic,black,520g,14oz,13.4,12.4,9.4,container,0,1,1,1,1,1,cylindrical,1,mug
1246,ceramic,other,420g,11oz,15.2,11.4,9.4,container,0,0,1,1,1,0,cylindrical,1,mug
1247,ceramic,other,358g,312ml,10.8,10.8,10.6,container,0,0,1,1,1,0,cylindrical,1,mug
1248,ceramic,other,360g,350ml,11.9,10.4,8.8,container,0,0,1,1,1,0,cylindrical,1,mug
1249,ceramic,purple,640g,400ml,14.4,13.7,12,container,0,1,1,1,1,1,cylindrical,1,mug
1250,glass,green,340g,400ml,15.4,11.8,9,container,0,1,1,1,1,1,cylindrical,1,mug
1251,ceramic,blue,520g,400ml,14,12.1,9.4,container,0,1,1,1,1,1,cylindrical,1,mug
1252,ceramic,pink,500g,500ml,15.7,15.1,12.9,container,0,0,1,1,1,0,cylindrical,1,mug
1253,metal,other,320g,470ml,8,9,20.5,container,1,1,1,1,1,1,cylindrical,0,mug
1254,ceramic,yellow,259g,400ml,15.4,13.6,9.4,container,0,0,1,1,1,0,cylindrical,1,mug
1255,ceramic,black,500g,500ml,12.5,8.5,15.5,container,0,0,1,1,1,0,cylindrical,1,mug
1256,plastic,black,109g,350ml,9,9,15,container,0,1,1,1,1,1,cylindrical,0,mug
1257,wood,other,180g,200ml,16,8,7.4,container,0,0,1,1,1,0,cylindrical,1,mug
1258,metal,black,290g,380ml,15.8,9.8,9.4,container,0,1,1,1,1,1,cylindrical,0,mug
1259,ceramic,other,300g,315ml,7.9,11,9.3,container,0,0,1,1,1,0,cylindrical,1,mug
1260,ceramic,other,350g,300ml,10,12,8,container,0,0,1,1,1,0,cylindrical,1,mug
1261,ceramic,white,370g,400ml,9.7,12.5,10.2,container,0,0,1,1,1,0,cylindrical,1,mug
1262,plastic,other,499g,454ml,19.3,10.2,10.9,container,0,0,1,1,1,0,cylindrical,1,mug
1263,plastic,black,230g,300ml,12,13,13,container,0,1,1,1,1,1,cylindrical,1,mug
1264,ceramic,white,390g,400ml,14,13.7,13.6,container,0,0,1,1,1,0,cylindrical,1,mug
1265,ceramic,white,350g,360ml,15.3,13.9,13.5,container,0,0,1,1,1,0,cylindrical,1,mug
1266,ceramic,orange,690g,400ml,19.8,17.4,12,container,0,1,1,1,1,1,cylindrical,1,mug
1267,ceramic,yellow,500g,600ml,18.9,13.7,11.1,container,0,0,1,1,1,0,cylindrical,1,mug
1268,ceramic,pink,350g,other,other,other,other,container,0,0,1,1,1,0,cylindrical,1,mug
1269,ceramic,other,320g,400ml,12.5,8.5,9.5,container,0,0,1,1,1,0,cylindrical,1,mug
1270,ceramic,white,400g,500ml,13.5,13.1,9.4,container,0,1,1,1,1,1,cylindrical,0,mug
1271,ceramic,white,28.35g,340ml,14.22,12.7,10.16,container,0,0,1,1,1,0,cylindrical,1,mug
1272,ceramic,blue,500g,500ml,23,19.8,16.6,container,0,0,1,1,1,0,cylindrical,1,mug
1273,metal,black,240g,369ml,15,9.6,9.6,container,0,1,1,1,1,1,cylindrical,0,mug
1274,metal,other,640g,500ml,19.2,17.6,16.4,container,0,0,1,1,1,0,cylindrical,1,mug
1275,ceramic,white,311g,312ml,13.3,11.7,10.2,container,0,0,1,1,1,0,cylindrical,1,mug
1276,metal,other,100g,350ml,12.6,9.8,9.6,container,0,0,1,1,1,0,cylindrical,1,mug
1277,glass,black,363g,0.35L,11.4,9.5,12.1,container,0,1,1,1,1,1,cylindrical,1,mug
1278,wood,black,68g,6oz,7.5,7.5,8,container,0,0,1,1,1,0,cylindrical,1,mug
1279,ceramic,other,500g,400ml,15.4,13.2,12.2,container,0,0,1,1,1,0,cylindrical,1,mug
1280,wood,other,195g,450ml,10,9,14,container,0,1,1,1,1,1,cylindrical,0,mug
1281,ceramic,pink,500g,369ml,14,12,9.5,container,0,1,1,1,1,1,cylindrical,1,mug
1282,ceramic,other,410g,450ml,17,15.9,14.3,container,0,0,1,1,1,0,cylindrical,1,mug
1283,ceramic,other,440g,other,14.3,11.6,9.4,container,0,0,1,1,1,0,cylindrical,1,mug
1284,metal,silver,240g,340ml,12.8,9.3,9.2,container,0,1,1,1,1,1,cylindrical,0,mug
1285,ceramic,other,406g,400ml,9.5,12.5,10,container,0,0,1,1,1,0,cylindrical,1,mug
1286,ceramic,other,356g,315ml,7.9,11,9.3,container,0,0,1,1,1,0,cylindrical,1,mug
1287,stone,grey,449g,400ml,12.5,9,10.5,container,0,0,1,1,1,0,cylindrical,1,mug
1288,plastic,black,330g,0.35L,9.5,8.2,18.5,container,0,1,1,1,1,1,cylindrical,0,mug
1289,ceramic,other,340g,310ml,14.7,12.7,10.5,container,0,0,1,1,1,0,cylindrical,1,mug
1290,ceramic,other,290g,other,11,8,10,container,0,0,1,1,1,0,cylindrical,1,mug
1291,glass,other,360g,250ml,18.9,17.8,10.3,container,0,1,1,1,1,1,cylindrical,1,mug
1292,ceramic,other,427g,11oz,11.8,11.3,10.3,container,0,0,1,1,1,0,cylindrical,1,mug
1293,metal,other,300g,510ml,17.8,9.7,9.3,container,0,1,1,1,1,1,cylindrical,0,mug
1294,ceramic,other,500g,315ml,7.9,11,9.3,container,0,0,1,1,1,0,cylindrical,1,mug
1295,ceramic,white,300g,13oz,19,15.8,11.1,container,0,1,1,1,1,1,cylindrical,1,mug
1296,ceramic,white,820g,800ml,16,16,15,container,0,0,1,1,1,0,cylindrical,1,mug
1297,ceramic,other,350g,330ml,9,9,12,container,0,0,1,1,1,0,cylindrical,1,mug
1298,ceramic,black,530g,500ml,12,13,10,container,0,0,1,1,1,0,cylindrical,1,mug
1299,ceramic,blue,280g,330ml,14,9,10,container,0,0,1,1,1,0,cylindrical,1,mug
1300,ceramic,other,430g,350ml,15,12,10,container,0,0,1,1,1,0,cylindrical,1,mug
1301,ceramic,red,0.9g,310ml,16.2,12.8,10.8,container,0,0,1,1,1,0,cylindrical,1,mug
1302,ceramic,other,350g,250ml,15.1,12,8.6,container,0,0,1,1,1,0,cylindrical,1,mug
1303,ceramic,white,460g,400ml,20.6,16.2,11,container,0,0,1,1,1,0,cylindrical,1,mug
1304,ceramic,other,352g,350ml,8,8,10,container,0,0,1,1,1,0,cylindrical,1,mug
1305,ceramic,white,530g,325ml,23.9,16.4,12,container,0,0,1,1,1,0,cylindrical,1,mug
1306,ceramic,other,320g,300ml,8.5,12,10,container,0,0,1,1,1,0,cylindrical,1,mug
1307,ceramic,other,252g,312ml,19,12,8,container,0,0,1,1,1,0,cylindrical,1,mug
1308,ceramic,other,350g,300ml,10,11.5,9,container,0,0,1,1,1,0,cylindrical,1,mug
1309,ceramic,white,190g,8oz,13,10,9,container,0,0,1,1,1,0,cylindrical,1,mug
1310,ceramic,other,490g,295ml,11.1,10.7,10.4,container,0,0,1,1,1,0,cylindrical,1,mug
1311,ceramic,other,0.3kg,315ml,other,other,other,container,0,0,1,1,1,0,cylindrical,1,mug
1312,ceramic,white,340g,312ml,9.5,8.2,8.2,container,0,0,1,1,1,0,cylindrical,1,mug
1313,ceramic,other,370g,320ml,7.9,11,9.3,container,0,0,1,1,1,0,cylindrical,1,mug
1314,ceramic,green,500g,450ml,14,11,10,container,0,1,1,1,1,1,cylindrical,1,mug
1315,ceramic,other,86.2g,500ml,13,9.5,8.5,container,0,0,1,1,1,0,cylindrical,1,mug
1316,ceramic,other,380g,312ml,15.4,11.7,10.1,container,0,0,1,1,1,0,cylindrical,1,mug
1317,ceramic,white,390g,400ml,18.3,15.4,12.4,container,0,0,1,1,1,0,cylindrical,1,mug
1318,metal,other,260g,360ml,14.5,10,9.9,container,0,1,1,1,1,1,cylindrical,0,mug
1319,ceramic,grey,220g,350ml,13,9.7,8.4,container,0,0,1,1,1,0,cylindrical,1,mug
1320,ceramic,other,400g,300ml,29.5,29.5,8.5,container,0,0,1,1,1,0,cylindrical,1,mug
1321,ceramic,other,420g,11oz,12,10.4,8.8,container,0,0,1,1,1,0,cylindrical,1,mug
