,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Washability,Dismountability,Shape,Handle,name
528,5,12,8,56,18,23,27,2,1,1,2,2,1,3,1,4
529,5,12,11,56,16,19,36,2,1,1,2,2,1,3,1,4
530,5,12,14,55,17,17,36,2,1,1,2,2,1,3,1,4
531,5,12,6,54,12,14,40,2,1,1,2,2,1,3,1,4
532,5,15,8,55,20,24,26,2,1,1,2,2,1,3,1,4
533,5,12,9,54,16,19,25,2,1,1,2,2,1,3,1,4
534,5,12,8,55,14,15,37,2,1,1,2,2,1,3,1,4
535,5,12,14,57,20,30,43,2,1,1,2,2,1,3,1,4
536,5,12,14,56,33,25,27,2,1,1,2,2,1,3,2,4
537,4,12,6,56,18,23,26,2,1,1,2,2,1,3,1,4
538,5,12,13,56,34,35,29,2,1,1,2,2,1,3,1,4
539,5,7,13,55,17,23,24,2,1,1,2,2,1,3,1,4
540,1,2,13,58,46,28,9,4,1,1,1,1,1,4,2,5
541,1,2,15,57,54,25,18,4,1,1,1,1,1,4,2,5
542,1,2,25,57,51,39,12,4,1,1,1,1,1,4,2,5
543,1,2,13,55,46,28,9,4,1,1,1,1,1,4,2,5
544,1,2,25,59,54,33,9,4,1,1,1,1,1,4,2,5
545,1,2,25,57,25,9,79,4,1,1,1,1,1,4,2,5
546,1,2,8,55,22,5,70,4,1,1,1,1,1,4,2,5
547,1,2,12,57,73,53,10,4,1,1,1,1,1,4,2,5
548,1,2,25,57,54,33,9,4,1,1,1,1,1,4,2,5
549,1,2,9,58,26,9,55,4,1,1,1,1,1,4,2,5
550,1,2,19,57,24,76,5,4,1,1,1,1,1,4,2,5
551,1,2,29,57,61,37,11,4,1,1,1,1,1,4,2,5
552,1,2,10,55,45,27,6,4,1,1,1,1,1,4,2,5
553,1,2,13,57,52,31,8,4,1,1,1,1,1,4,2,5
554,1,2,11,55,45,27,5,4,1,1,1,1,1,4,2,5
555,1,2,50,55,22,13,14,4,1,1,1,1,1,4,2,5
556,1,3,25,57,53,34,10,4,1,1,1,1,1,4,2,5
557,1,2,30,58,19,11,63,4,1,1,1,1,1,4,2,5
558,1,2,13,57,52,39,6,4,1,1,1,1,1,4,2,5
559,1,2,23,57,25,77,6,4,1,1,1,1,1,4,2,5
560,1,2,11,55,29,31,12,4,1,1,1,1,1,4,2,5
561,1,2,13,57,40,12,53,4,1,1,1,1,1,4,2,5
562,1,2,5,58,11,24,64,4,1,1,1,1,1,4,2,5
563,1,4,30,59,56,33,9,4,1,1,1,1,1,4,2,5
564,1,4,20,57,54,34,8,4,1,1,1,1,1,4,2,5
565,1,2,30,57,27,12,88,4,1,1,1,1,1,4,2,5
566,1,2,13,57,52,31,6,4,1,1,1,1,1,4,2,5
567,1,2,29,57,61,37,11,4,1,1,1,1,1,4,2,5
568,1,2,20,58,63,37,9,4,1,1,1,1,1,4,2,5
569,1,2,29,57,56,33,9,4,1,1,1,1,1,4,2,5
570,4,2,19,61,56,26,19,4,1,1,1,1,1,4,2,5
571,1,2,20,57,12,44,75,4,1,1,1,1,1,4,2,5
572,1,2,30,60,63,36,10,4,1,1,1,1,1,4,2,5
573,1,2,92,77,94,43,18,4,1,1,1,1,1,4,2,5
574,1,2,72,77,96,45,16,4,1,1,1,1,1,4,2,5
575,1,7,25,60,26,11,82,4,1,1,1,1,1,4,2,5
576,1,2,20,57,53,31,9,4,1,1,1,1,1,4,2,5
577,1,2,26,57,7,45,70,4,1,1,1,1,1,4,2,5
578,1,2,26,56,54,33,11,4,1,1,1,1,1,4,2,5
579,1,2,27,56,80,42,14,4,1,1,1,1,1,4,2,5
580,1,2,1,57,52,31,9,4,1,1,1,1,1,4,2,5
581,1,7,11,55,45,6,26,4,1,1,1,1,1,4,2,5
582,1,3,23,57,51,31,8,4,1,1,1,1,1,4,2,5
583,1,2,23,56,25,11,90,4,1,1,1,1,1,4,2,5
584,1,7,26,57,50,31,8,4,1,1,1,1,1,4,2,5
585,1,3,46,58,44,25,10,4,1,1,1,1,1,4,2,5
586,1,8,14,59,60,6,37,4,1,1,1,1,1,4,2,5
587,1,2,27,58,51,30,6,4,1,1,1,1,1,4,2,5
588,1,3,22,59,51,32,9,4,1,1,1,1,1,4,2,5
589,1,2,13,60,68,11,38,4,1,1,1,1,1,4,2,5
590,1,4,21,61,27,11,93,4,1,1,1,1,1,4,2,5
591,1,2,20,57,59,32,18,4,1,1,1,1,1,4,2,5
592,1,2,21,57,54,32,8,4,1,1,1,1,1,4,2,5
593,1,7,7,41,51,25,4,4,1,1,1,1,1,4,2,5
594,1,2,96,99,100,99,24,4,1,1,1,1,1,4,2,5
595,1,2,96,80,97,44,19,4,1,1,1,1,1,4,2,5
596,1,2,28,57,55,42,28,4,1,1,1,1,1,4,2,5
597,1,2,29,57,4,6,6,4,1,1,1,1,1,4,2,5
598,1,2,13,60,62,38,10,4,1,1,1,1,1,4,2,5
599,1,2,53,56,53,13,6,4,1,1,1,1,1,4,2,5
600,1,2,30,2,2,2,3,4,1,1,1,1,1,4,2,5
601,1,2,58,64,61,43,16,4,1,1,1,1,1,4,2,5
602,1,2,8,55,45,8,29,4,1,1,1,1,1,4,2,5
603,1,2,29,59,51,28,12,4,1,1,1,1,1,4,2,5
604,1,2,24,57,44,43,6,4,1,1,1,1,1,4,2,5
605,1,2,24,56,63,33,10,4,1,1,1,1,1,4,2,5
606,1,2,12,58,20,71,8,4,1,1,1,1,1,4,2,5
607,1,2,15,57,56,31,9,4,1,1,1,1,1,4,2,5
608,1,2,35,60,12,44,65,4,1,1,1,1,1,4,2,5
609,1,4,17,57,26,8,82,4,1,1,1,1,1,4,2,5
610,1,2,25,56,54,33,11,4,1,1,1,1,1,4,2,5
611,1,2,24,59,51,42,8,4,1,1,1,1,1,4,2,5
612,1,2,9,54,45,23,5,4,1,1,1,1,1,4,2,5
613,1,2,47,58,41,27,12,4,1,1,1,1,1,4,2,5
614,1,7,28,57,27,12,88,4,1,1,1,1,1,4,2,5
615,1,7,10,54,42,13,5,4,1,1,1,1,1,4,2,5
616,1,2,24,56,70,39,14,4,1,1,1,1,1,4,2,5
617,1,7,19,57,63,36,9,4,1,1,1,1,1,4,2,5
618,1,2,25,56,54,33,11,4,1,1,1,1,1,4,2,5
619,1,4,17,59,26,8,82,4,1,1,1,1,1,4,2,5
620,1,2,20,57,50,31,8,4,1,1,1,1,1,4,2,5
621,1,7,28,57,27,12,88,4,1,1,1,1,1,4,2,5
622,1,2,27,1,5,1,2,4,1,1,1,1,1,4,2,5
623,1,2,47,58,41,27,12,4,1,1,1,1,1,4,2,5
624,1,7,10,54,42,13,5,4,1,1,1,1,1,4,2,5
625,1,2,42,58,40,27,12,4,1,1,1,1,1,4,2,5
626,1,3,25,57,72,37,9,4,1,1,1,1,1,4,2,5
627,1,2,33,58,38,11,24,4,1,1,1,1,1,4,2,5
628,1,2,28,57,55,32,8,4,1,1,1,1,1,4,2,5
629,1,2,24,59,51,42,8,4,1,1,1,1,1,4,2,5
630,1,4,30,57,37,39,21,4,1,1,1,1,1,4,2,5
631,1,2,45,60,48,30,16,4,1,1,1,1,1,4,2,5
632,1,2,97,79,96,44,19,4,1,1,1,1,1,4,2,5
633,1,2,58,64,61,43,16,4,1,1,1,1,1,4,2,5
634,1,3,27,60,53,44,9,4,1,1,1,1,1,4,2,5
635,4,2,15,58,22,67,10,4,1,1,1,1,1,4,2,5
636,1,2,19,56,60,8,41,4,1,1,1,1,1,4,2,5
637,1,3,24,60,63,33,10,4,1,1,1,1,1,4,2,5
638,1,2,83,82,96,52,20,4,1,1,1,1,1,4,2,5
639,1,10,89,76,96,40,18,4,1,1,1,1,1,4,2,5
640,1,2,98,82,96,49,21,4,1,1,1,1,1,4,2,5
641,1,2,27,57,61,34,8,4,1,1,1,1,1,4,2,5
642,1,2,16,60,50,43,11,4,1,1,1,1,1,4,2,5
643,1,2,84,75,13,40,100,4,1,1,1,1,1,4,2,5
644,1,2,41,59,42,25,14,4,1,1,1,1,1,4,2,5
645,1,7,17,57,52,43,8,4,1,1,1,1,1,4,2,5
646,1,2,30,76,81,43,27,4,1,1,1,1,1,4,2,5
647,1,3,94,82,96,45,22,4,1,1,1,1,1,4,2,5
648,1,2,28,57,26,9,81,4,1,1,1,1,1,4,2,5
649,1,2,11,56,37,20,8,4,1,1,1,1,1,4,2,5
650,1,3,80,75,93,51,14,4,1,1,1,1,1,4,2,5
651,1,2,99,83,97,51,20,4,1,1,1,1,1,4,2,5
652,1,2,95,79,97,26,31,4,1,1,1,1,1,4,2,5
653,1,2,93,78,95,44,18,4,1,1,1,1,1,4,2,5
654,1,2,96,59,41,13,32,4,1,1,1,1,1,4,2,5
655,1,2,14,59,51,37,10,4,1,1,1,1,1,4,2,5
656,1,2,30,79,95,44,19,4,1,1,1,1,1,4,2,5
657,1,2,19,61,69,40,10,4,1,1,1,1,1,4,2,5
658,1,2,55,59,41,26,14,4,1,1,1,1,1,4,2,5
659,1,2,19,56,54,10,37,4,1,1,1,1,1,4,2,5
660,1,2,4,82,16,48,99,4,1,1,1,1,1,4,2,5
661,1,7,26,56,26,11,89,4,1,1,1,1,1,4,2,5
662,1,4,26,58,27,11,90,4,1,1,1,1,1,4,2,5
663,1,2,29,57,63,41,10,4,1,1,1,1,1,4,2,5
664,1,2,31,58,54,12,24,4,1,1,1,1,1,4,2,5
665,1,2,15,57,26,8,82,4,1,1,1,1,1,4,2,5
666,1,2,30,58,83,91,41,4,1,1,1,1,1,4,2,5
667,1,2,31,58,59,35,9,4,1,1,1,1,1,4,2,5
668,1,2,22,56,54,11,41,4,1,1,1,1,1,4,2,5
669,1,2,92,83,98,32,31,4,1,1,1,1,1,4,2,5
670,1,2,21,56,62,49,8,4,1,1,1,1,1,4,2,5
671,1,2,15,57,76,54,33,4,1,1,1,1,1,4,2,5
672,1,2,14,57,52,5,3,4,1,1,1,1,1,4,2,5
673,1,2,19,59,56,59,5,4,1,1,1,1,1,4,2,5
674,1,2,50,60,61,31,14,4,1,1,1,1,1,4,2,5
675,1,2,33,58,57,9,33,4,1,1,1,1,1,4,2,5
676,1,2,29,59,8,76,44,4,1,1,1,1,1,4,2,5
677,1,2,45,57,44,18,9,4,1,1,1,1,1,4,2,5
678,4,7,14,56,52,24,17,4,1,1,1,1,1,4,2,5
679,1,2,33,58,63,37,8,4,1,1,1,1,1,4,2,5
680,1,2,33,60,67,39,8,4,1,1,1,1,1,4,2,5
681,1,2,28,60,11,34,88,4,1,1,1,1,1,4,2,5
682,1,2,12,59,31,77,6,4,1,1,1,1,1,4,2,5
683,4,9,1,57,55,27,17,4,1,1,1,1,1,4,2,5
684,1,2,9,57,33,15,17,4,1,1,1,1,1,4,2,5
685,1,2,32,57,68,36,8,4,1,1,1,1,1,4,2,5
686,1,2,14,58,23,8,72,4,1,1,1,1,1,4,2,5
687,1,2,20,57,10,34,80,4,1,1,1,1,1,4,2,5
688,1,2,13,55,39,16,5,4,1,1,1,1,1,4,2,5
689,1,2,9,54,52,55,6,4,1,1,1,1,1,4,2,5
690,1,2,11,59,56,42,7,4,1,1,1,1,1,4,2,5
691,1,2,10,54,48,35,7,4,1,1,1,1,1,4,2,5
692,1,2,17,57,24,8,82,4,1,1,1,1,1,4,2,5
693,1,2,34,72,69,30,32,4,1,1,1,1,1,4,2,5
694,1,4,17,57,62,32,8,4,1,1,1,1,1,4,2,5
695,1,2,26,57,20,72,5,4,1,1,1,1,1,4,2,5
696,1,2,10,58,45,29,6,4,1,1,1,1,1,4,2,5
697,1,2,75,68,63,21,41,4,1,1,1,1,1,4,2,5
698,1,2,78,79,96,40,21,4,1,1,1,1,1,4,2,5
699,1,4,6,95,69,83,40,4,1,1,1,1,1,4,2,5
700,1,2,30,58,63,11,41,4,1,1,1,1,1,4,2,5
701,1,2,74,75,91,45,16,4,1,1,1,1,1,4,2,5
702,1,2,11,59,52,34,9,4,1,1,1,1,1,4,2,5
703,1,4,12,57,44,8,22,4,1,1,1,1,1,4,2,5
704,1,2,20,56,55,34,8,4,1,1,1,1,1,4,2,5
705,1,2,6,57,20,4,80,4,1,1,1,1,1,4,2,5
706,1,2,25,57,74,56,16,4,1,1,1,1,1,4,2,5
707,1,2,4,74,61,32,40,4,1,1,1,1,1,4,2,5
708,1,4,69,57,62,32,8,4,1,1,1,1,1,4,2,5
709,1,2,8,44,16,22,5,4,1,1,1,1,1,4,2,5
710,1,2,10,57,4,20,76,4,1,1,1,1,1,4,2,5
711,1,2,39,75,71,32,37,4,1,1,1,1,1,4,2,5
712,1,4,16,58,52,40,6,4,1,1,1,1,1,4,2,5
713,1,2,29,59,40,13,31,4,1,1,1,1,1,4,2,5
714,1,2,16,63,43,30,32,4,1,1,1,1,1,4,2,5
715,1,2,30,60,11,34,90,4,1,1,1,1,1,4,2,5
716,1,2,4,88,18,54,99,4,1,1,1,1,1,4,2,5
717,1,3,91,87,92,26,51,4,1,1,1,1,1,4,2,5
718,1,2,21,57,69,39,10,4,1,1,1,1,1,4,2,5
719,1,2,77,57,99,46,6,4,1,1,1,1,1,4,2,5
720,1,2,83,87,96,25,46,4,1,1,1,1,1,4,2,5
721,1,2,26,57,10,35,84,4,1,1,1,1,1,4,2,5
722,1,2,13,62,11,48,91,4,1,1,1,1,1,4,2,5
723,1,2,27,58,11,31,85,4,1,1,1,1,1,4,2,5
724,1,4,30,59,47,13,27,4,1,1,1,1,1,4,2,5
725,1,2,53,62,56,36,19,4,1,1,1,1,1,4,2,5
726,1,2,96,81,95,49,19,4,1,1,1,1,1,4,2,5
727,1,3,100,56,57,38,10,4,1,1,1,1,1,4,2,5
728,1,2,24,59,47,25,14,4,1,1,1,1,1,4,2,5
729,1,2,27,63,56,41,18,4,1,1,1,1,1,4,2,5
730,1,2,31,58,63,39,10,4,1,1,1,1,1,4,2,5
731,1,2,12,44,16,22,5,4,1,1,1,1,1,4,2,5
732,1,2,23,56,11,40,86,4,1,1,1,1,1,4,2,5
733,1,2,23,58,41,21,12,4,1,1,1,1,1,4,2,5
734,1,6,34,61,58,42,10,4,1,1,1,1,1,4,2,5
735,4,2,47,71,62,22,45,4,1,1,1,1,1,4,2,5
736,1,2,26,61,65,35,11,4,1,1,1,1,1,4,2,5
737,1,14,76,88,91,55,27,4,1,1,1,1,1,4,2,5
738,1,2,39,59,63,32,10,4,1,1,1,1,1,4,2,5
739,1,2,39,58,43,24,8,4,1,1,1,1,1,4,2,5
740,1,2,30,59,41,29,14,4,1,1,1,1,1,4,2,5
741,1,2,15,60,24,15,75,4,1,1,1,1,1,4,2,5
742,1,15,19,63,43,30,32,4,1,1,1,1,1,4,2,5
743,1,2,27,57,53,34,8,4,1,1,1,1,1,4,2,5
744,1,2,21,57,53,32,8,4,1,1,1,1,1,4,2,5
745,1,2,63,75,95,40,16,4,1,1,1,1,1,4,2,5
746,1,2,27,59,11,34,81,4,1,1,1,1,1,4,2,5
747,1,2,4,96,30,72,97,4,1,1,1,1,1,4,2,5
748,1,2,28,57,55,34,9,4,1,1,1,1,1,4,2,5
749,1,3,89,78,95,41,19,4,1,1,1,1,1,4,2,5
750,1,2,27,57,63,36,10,4,1,1,1,1,1,4,2,5
751,1,2,48,59,63,34,19,4,1,1,1,1,1,4,2,5
752,1,2,21,57,51,35,8,4,1,1,1,1,1,4,2,5
753,1,2,32,58,41,11,23,4,1,1,1,1,1,4,2,5
754,1,2,28,60,67,25,14,4,1,1,1,1,1,4,2,5
755,1,2,4,58,33,43,6,4,1,1,1,1,1,4,2,5
756,1,2,30,59,28,55,61,5,2,2,2,1,1,3,2,6
757,5,12,34,59,31,55,74,5,2,2,2,1,1,3,2,6
758,4,3,34,59,29,55,64,5,2,2,2,1,1,3,2,6
759,4,9,32,59,29,51,56,5,2,2,2,1,1,3,2,6
760,4,8,33,59,29,51,64,5,2,2,2,1,1,3,2,6
761,5,12,34,59,27,57,58,5,2,2,2,1,1,3,2,6
762,7,12,18,58,43,40,38,5,2,2,2,1,1,3,2,6
763,5,12,41,60,35,43,66,5,2,2,2,1,1,3,2,6
764,5,12,43,59,42,55,51,5,2,2,2,1,1,3,2,6
765,1,1,48,59,35,40,64,5,2,2,2,1,1,3,2,6
766,5,12,39,59,43,54,51,5,2,2,2,1,1,3,2,6
767,1,2,34,59,35,56,42,5,2,2,2,1,1,3,2,6
768,5,12,41,59,43,58,49,5,2,2,2,1,1,3,2,6
769,7,3,43,59,29,54,65,5,2,2,2,1,1,3,2,6
770,4,10,33,59,33,40,61,5,2,2,2,1,1,3,2,6
771,1,12,62,59,30,49,64,5,2,2,2,1,1,3,2,6
772,1,3,29,59,29,55,62,5,2,2,2,1,1,3,2,6
773,1,7,32,59,41,43,52,5,2,2,2,1,1,3,2,6
774,1,12,41,59,36,37,62,5,2,2,2,1,1,3,2,6
775,4,9,31,59,34,40,60,5,2,2,2,1,1,3,2,6
776,1,12,41,59,43,58,49,5,2,2,2,1,1,3,2,6
777,1,3,43,59,41,54,56,5,2,2,2,1,1,3,2,6
778,5,12,30,59,35,40,62,5,2,2,2,1,1,3,2,6
779,1,7,48,59,34,56,72,5,2,2,2,1,1,3,2,6
780,5,12,34,59,31,55,74,5,2,2,2,1,1,3,2,6
781,5,12,30,59,35,40,62,5,2,2,2,1,1,3,2,6
782,1,3,38,59,40,56,50,5,2,2,2,1,1,3,2,6
783,1,2,33,59,27,52,61,5,2,2,2,1,1,3,2,6
784,1,2,39,59,37,39,65,5,2,2,2,1,1,3,2,6
785,4,2,44,58,43,56,50,5,2,2,2,1,1,3,2,6
786,1,12,47,59,36,49,77,5,2,2,2,1,1,3,2,6
787,1,12,52,59,39,57,49,5,2,2,2,1,1,3,2,6
788,7,16,34,59,41,44,61,5,2,2,2,1,1,3,2,6
789,4,2,34,59,34,32,63,5,2,2,2,1,1,3,2,6
790,7,3,38,59,35,42,62,5,2,2,2,1,1,3,2,6
791,1,12,48,59,45,64,51,5,2,2,2,1,1,3,2,6
792,1,2,29,59,27,52,57,5,2,2,2,1,1,3,2,6
793,1,12,36,58,22,46,53,5,2,2,2,1,1,3,2,6
794,1,12,47,59,49,55,57,5,2,2,2,1,1,3,2,6
795,1,9,25,59,40,45,67,5,2,2,2,1,1,3,2,6
796,1,12,47,59,36,49,77,5,2,2,2,1,1,3,2,6
797,1,12,49,59,31,49,55,5,2,2,2,1,1,3,2,6
798,1,3,38,59,40,56,50,5,2,2,2,1,1,3,2,6
799,7,18,36,59,35,42,62,5,2,2,2,1,1,3,2,6
800,1,12,37,59,43,64,51,5,2,2,2,1,1,3,2,6
801,1,3,45,59,34,43,66,5,2,2,2,1,1,3,2,6
802,1,12,45,59,40,36,55,5,2,2,2,1,1,3,2,6
803,7,3,37,59,37,55,45,5,2,2,2,1,1,3,2,6
804,5,12,37,59,42,54,51,5,2,2,2,1,1,3,2,6
805,1,4,42,59,30,53,61,5,2,2,2,1,1,3,2,6
806,1,2,51,59,41,55,48,5,2,2,2,1,1,3,2,6
807,5,12,40,59,39,54,48,5,2,2,2,1,1,3,2,6
808,4,8,45,59,46,56,58,5,2,2,2,1,1,3,2,6
809,4,16,36,59,37,52,70,5,2,2,2,1,1,3,2,6
810,1,12,40,59,42,55,49,5,2,2,2,1,1,3,2,6
811,1,12,49,59,31,49,55,5,2,2,2,1,1,3,2,6
812,1,12,42,59,48,55,48,5,2,2,2,1,1,3,2,6
813,7,11,33,59,38,41,61,5,2,2,2,1,1,3,2,6
814,7,9,38,59,40,55,50,5,2,2,2,1,1,3,2,6
815,1,2,56,59,34,38,74,5,2,2,2,1,1,3,2,6
816,1,1,32,59,29,40,67,5,2,2,2,1,1,3,2,6
817,4,3,44,59,28,56,66,5,2,2,2,1,1,3,2,6
818,7,18,37,59,35,42,62,5,2,2,2,1,1,3,2,6
819,7,3,34,59,41,36,48,5,2,2,2,1,1,3,2,6
820,1,2,42,59,27,56,63,5,2,2,2,1,1,3,2,6
821,1,8,37,59,43,48,57,5,2,2,2,1,1,3,2,6
822,7,2,51,58,37,56,73,5,2,2,2,1,1,3,2,6
823,5,12,40,59,28,53,59,5,2,2,2,1,1,3,2,6
824,4,9,32,59,29,51,56,5,2,2,2,1,1,3,2,6
825,4,3,15,57,29,26,43,5,2,2,2,1,1,3,2,6
826,1,2,49,59,37,49,68,5,2,2,2,1,1,3,2,6
827,1,12,45,59,34,43,66,5,2,2,2,1,1,3,2,6
828,1,3,35,59,39,50,50,5,2,2,2,1,1,3,2,6
829,1,3,33,59,34,39,61,5,2,2,2,1,1,3,2,6
830,1,3,38,59,35,42,62,5,2,2,2,1,1,3,2,6
831,7,8,25,59,25,53,64,5,2,2,2,1,1,3,2,6
832,1,3,30,59,37,36,65,5,2,2,2,1,1,3,2,6
833,1,4,40,59,40,53,43,5,2,2,2,1,1,3,2,6
834,1,5,49,59,38,45,73,5,2,2,2,1,1,3,2,6
835,4,9,27,59,35,33,63,5,2,2,2,1,1,3,2,6
836,1,9,32,59,37,42,63,5,2,2,2,1,1,3,2,6
837,1,2,51,59,31,54,63,5,2,2,2,1,1,3,2,6
838,7,3,46,59,45,51,58,5,2,2,2,1,1,3,2,6
839,4,9,34,59,40,56,55,5,2,2,2,1,1,3,2,6
840,1,2,46,59,42,62,54,5,2,2,2,1,1,3,2,6
841,5,12,44,59,48,52,54,5,2,2,2,1,1,3,2,6
842,5,12,42,59,37,48,67,5,2,2,2,1,1,3,2,6
843,4,8,44,59,28,56,66,5,2,2,2,1,1,3,2,6
844,4,3,14,57,30,42,22,5,2,2,2,1,1,3,2,6
845,1,2,57,59,38,39,70,5,2,2,2,1,1,3,2,6
846,1,3,51,59,31,54,63,5,2,2,2,1,1,3,2,6
847,7,3,32,59,40,53,51,5,2,2,2,1,1,3,2,6
848,5,12,49,59,59,71,56,5,2,2,2,1,1,3,2,6
849,1,2,44,59,41,56,50,5,2,2,2,1,1,3,2,6
850,1,9,48,59,29,53,65,5,2,2,2,1,1,3,2,6
851,4,9,25,59,37,45,47,5,2,2,2,1,1,3,2,6
852,1,14,36,60,34,51,42,5,2,2,2,1,1,3,2,6
853,1,12,64,59,65,47,67,5,2,2,2,1,1,3,2,6
854,1,3,38,59,42,53,45,5,2,2,2,1,1,3,2,6
855,1,12,48,59,46,52,53,5,2,2,2,1,1,3,2,6
856,1,12,40,59,40,52,47,5,2,2,2,1,1,3,2,6
857,1,12,62,59,30,49,64,5,2,2,2,1,1,3,2,6
858,1,3,41,59,36,40,65,5,2,2,2,1,1,3,2,6
859,1,7,25,57,32,32,38,5,2,2,2,1,1,3,2,6
860,1,2,41,59,35,40,57,5,2,2,2,1,1,3,2,6
861,4,9,15,56,20,40,45,5,2,2,2,1,1,3,2,6
862,1,12,36,59,29,54,65,5,2,2,2,1,1,3,2,6
863,1,9,13,58,31,52,53,5,2,2,2,1,1,3,2,6
864,1,12,41,59,29,49,61,5,2,2,2,1,1,3,2,6
865,1,3,31,59,55,63,50,5,2,2,2,1,1,3,2,6
866,5,12,40,59,42,57,52,5,2,2,2,1,1,3,2,6
867,1,3,42,59,41,54,56,5,2,2,2,1,1,3,2,6
868,4,3,34,59,29,55,64,5,2,2,2,1,1,3,2,6
869,1,2,36,59,31,51,63,5,2,2,2,1,1,3,2,6
870,1,1,61,59,38,40,57,5,2,2,2,1,1,3,2,6
871,1,5,47,59,40,54,76,5,2,2,2,1,1,3,2,6
872,1,2,34,59,39,56,51,5,2,2,2,1,1,3,2,6
873,1,10,33,59,30,55,56,5,2,2,2,1,1,3,2,6
874,1,2,19,57,31,41,30,5,2,2,2,1,1,3,2,6
875,4,9,20,57,32,31,48,5,2,2,2,1,1,3,2,6
876,7,9,21,57,29,40,32,5,2,2,2,1,1,3,2,6
877,1,3,30,59,30,52,56,5,2,2,2,1,1,3,2,6
878,1,2,52,59,30,50,63,5,2,2,2,1,1,3,2,6
879,4,9,17,58,23,46,47,5,2,2,2,1,1,3,2,6
880,5,12,41,59,36,41,56,5,2,2,2,1,1,3,2,6
881,1,9,33,59,30,52,56,5,2,2,2,1,1,3,2,6
882,1,7,50,59,35,52,72,5,2,2,2,1,1,3,2,6
883,1,4,40,59,40,55,48,5,2,2,2,1,1,3,2,6
884,1,1,38,59,42,53,45,5,2,2,2,1,1,3,2,6
885,7,9,32,59,27,58,50,5,2,2,2,1,1,3,2,6
886,1,4,33,59,29,49,61,5,2,2,2,1,1,3,2,6
887,7,1,24,59,35,40,61,5,2,2,2,1,1,3,2,6
888,3,8,10,59,34,50,47,5,2,2,2,1,1,3,2,6
889,1,3,36,57,45,54,50,5,2,2,2,1,1,3,2,6
890,5,12,37,59,37,55,47,5,2,2,2,1,1,3,2,6
891,4,2,16,57,17,22,55,5,2,2,2,1,1,3,2,6
892,1,7,39,59,41,52,52,5,2,2,2,1,1,3,2,6
893,1,4,52,59,44,57,59,5,2,2,2,1,1,3,2,6
894,1,3,14,59,37,55,57,5,2,2,2,1,1,3,2,6
895,1,12,33,59,33,41,66,5,2,2,2,1,1,3,2,6
896,1,2,16,57,17,22,55,5,2,2,2,1,1,3,2,6
897,1,2,34,59,42,54,43,5,2,2,2,1,1,3,2,6
898,1,12,38,59,37,40,58,5,2,2,2,1,1,3,2,6
899,1,9,32,59,54,72,27,5,2,2,2,1,1,3,2,6
900,1,6,43,60,34,51,42,5,2,2,2,1,1,3,2,6
901,7,7,48,59,44,56,54,5,2,2,2,1,1,3,2,6
902,4,2,14,57,41,55,29,5,2,2,2,1,1,3,2,6
903,1,12,49,58,26,46,37,5,2,2,2,1,1,3,2,6
904,4,9,25,59,37,45,47,5,2,2,2,1,1,3,2,6
905,5,12,38,59,42,55,49,5,2,2,2,1,1,3,2,6
906,1,3,34,59,36,50,45,5,2,2,2,1,1,3,2,6
907,1,2,14,58,30,48,51,5,2,2,2,1,1,3,2,6
908,7,4,38,58,40,54,44,5,2,2,2,1,1,3,2,6
909,5,12,42,59,62,65,61,5,2,2,2,1,1,3,2,6
910,1,4,32,59,29,40,67,5,2,2,2,1,1,3,2,6
911,4,1,33,59,37,53,45,5,2,2,2,1,1,3,2,6
912,1,9,19,58,2,2,3,5,2,2,2,1,1,3,2,6
913,4,13,49,59,43,25,74,5,2,2,2,1,1,3,2,6
914,7,3,36,59,38,50,48,5,2,2,2,1,1,3,2,6
915,7,7,37,59,27,53,58,5,2,2,2,1,1,3,2,6
916,1,9,33,59,35,30,61,5,2,2,2,1,1,3,2,6
917,1,4,56,59,32,48,65,5,2,2,2,1,1,3,2,6
918,4,3,40,59,41,50,66,5,2,2,2,1,1,3,2,6
919,1,9,30,59,37,55,66,5,2,2,2,1,1,3,2,6
920,1,2,48,59,27,53,63,5,2,2,2,1,1,3,2,6
921,7,2,65,59,45,62,61,5,2,2,2,1,1,3,2,6
922,1,4,37,57,45,53,49,5,2,2,2,1,1,3,2,6
923,1,2,25,58,47,44,29,5,2,2,2,1,1,3,2,6
924,7,11,48,59,32,62,67,5,2,2,2,1,1,3,2,6
925,1,2,32,59,35,40,64,5,2,2,2,1,1,3,2,6
926,4,8,57,59,43,61,64,5,2,2,2,1,1,3,2,6
927,5,10,30,59,37,42,53,5,2,2,2,1,1,3,2,6
928,4,12,16,58,34,31,49,5,2,2,2,1,1,3,2,6
929,7,9,33,59,33,34,65,5,2,2,2,1,1,3,2,6
930,1,2,12,58,69,83,74,5,2,2,2,1,1,3,2,6
931,3,9,44,58,27,55,37,5,2,2,2,1,1,3,2,6
932,4,12,21,56,38,20,22,5,2,2,2,1,1,3,2,6
933,4,9,20,58,32,31,53,5,2,2,2,1,1,3,2,6
934,1,3,52,58,39,59,45,5,2,2,2,1,1,3,2,6
935,1,10,25,59,32,37,51,5,2,2,2,1,1,3,2,6
936,1,9,22,57,22,46,22,5,2,2,2,1,1,3,2,6
