,index,Unnamed: 0,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Washability,Dismountability,Shape,Handle,name
1406,1574,1574,glass,transparent,700,1960.0,28,28,2.5,tableware,0,0,1,1,0,circular,0,plate
1407,1575,1575,ceramic,blue,700,1960.0,28,28,2.5,tableware,0,0,1,1,0,circular,0,plate
1408,1576,1576,metal,silver,175,1638.4,25.6,25.6,2.5,tableware,0,0,1,1,0,circular,0,plate
1409,1578,1578,glass,black,830,2340.0,30,26,3,tableware,0,0,1,1,0,circular,0,plate
1410,1579,1579,ceramic,white,650,1273.6080000000002,26.6,26.6,1.8,tableware,0,0,1,1,0,circular,0,plate
1411,1580,1580,ceramic,white,807.3937599999999,2352.0,28,28,3,tableware,0,0,1,1,0,circular,0,plate
1412,1582,1582,ceramic,white,260,1568.0,28,28,2,tableware,0,0,1,1,0,circular,0,plate
1413,1583,1583,glass,white,360,1562.5,25,25,2.5,tableware,0,0,1,1,0,circular,0,plate
1414,1585,1585,ceramic,white,770,1104.5,23.5,23.5,2,tableware,0,0,1,1,0,rectangular,0,plate
1415,1586,1586,metal,silver,604,3741.0480000000007,23.3,22.3,7.2,tableware,0,0,1,1,0,circular,0,plate
1416,1587,1587,ceramic,white,180,705.8688000000001,21.21,20.8,1.6,tableware,0,0,1,1,0,circular,0,plate
1417,1588,1588,metal,silver,300,90.25,9.5,9.5,1,tableware,0,0,1,1,0,circular,0,plate
1418,1589,1589,ceramic,white,825,3280.5,27,27,4.5,tableware,0,0,1,1,0,circular,0,plate
1419,1590,1590,plastic,yellow,870,3736.1659999999997,28.7,28.3,4.6,tableware,0,0,1,1,0,circular,0,plate
1420,1594,1594,glass,black,380.0,1250.0,25,25,2,tableware,0,0,1,1,0,circular,0,plate
1421,1595,1595,other,purple,200,20.0,10,2,1,tableware,0,0,1,1,0,rectangular,0,plate
1422,1596,1596,plastic,other,180,924.5,21.5,21.5,2,tableware,0,0,1,1,0,circular,0,plate
1423,1597,1597,glass,white,366.7,3341.8392099999996,28.09,27.1,4.39,tableware,0,0,1,1,0,circular,0,plate
1424,1598,1598,metal,silver,720,3965.7599999999998,21.6,20.4,9,tableware,0,0,1,1,0,circular,0,plate
1425,1599,1599,metal,other,348.75,330,5.06,3.1,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1426,1600,1600,metal,other,150,150,8.06,10.8,8.9,container,0,1,1,1,1,cylindrical,0,sodacan
1427,1601,1601,metal,other,330,330,5,8.67,10,container,0,1,1,1,1,cylindrical,0,sodacan
1428,1602,1602,metal,other,353.8,330,39.75,12.32,13.34,container,0,1,1,1,1,cylindrical,0,sodacan
1429,1603,1603,metal,other,348.3,330,7,6.9,12.6,container,0,1,1,1,1,cylindrical,0,sodacan
1430,1604,1604,metal,other,350,330,6.65,6,11.7,container,0,1,1,1,1,cylindrical,0,sodacan
1431,1605,1605,metal,other,8,330,5,9,12,container,0,1,1,1,1,cylindrical,0,sodacan
1432,1606,1606,metal,other,354.6,330,5.1,7.1,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1433,1607,1607,metal,other,150,150,5.47,5.43,9.8,container,0,1,1,1,1,cylindrical,0,sodacan
1434,1608,1608,metal,other,330,330,40,27,12,container,0,1,1,1,1,cylindrical,0,sodacan
1435,1609,1609,metal,other,5000.0,200,4.1,7.3,11.3,container,0,1,1,1,1,cylindrical,0,sodacan
1436,1610,1610,metal,other,360,330,7.5,4.1,8.4,container,0,1,1,1,1,cylindrical,0,sodacan
1437,1611,1611,metal,other,370,330,7,7.75,12.6,container,0,1,1,1,1,cylindrical,0,sodacan
1438,1612,1612,metal,other,347.5,330,5.06,7.1,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1439,1613,1613,metal,other,200,200,4,5,10,container,0,1,1,1,1,cylindrical,0,sodacan
1440,1614,1614,metal,other,330,330,5,4.3,12.2,container,0,1,1,1,1,cylindrical,0,sodacan
1441,1615,1615,metal,other,146,200.0,4,5,10,container,0,1,1,1,1,cylindrical,0,sodacan
1442,1616,1616,metal,other,150,150,5.5,3,16.1,container,0,1,1,1,1,cylindrical,0,sodacan
1443,1617,1617,metal,other,24,330,5.1,9.1,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1444,1618,1618,metal,other,330,330,4.2,7.2,11.9,container,0,1,1,1,1,cylindrical,0,sodacan
1445,1619,1619,metal,other,346.67,330,6.6,6.6,11.5,container,0,1,1,1,1,cylindrical,0,sodacan
1446,1620,1620,metal,other,345.41,330,5.33,8.9,12.3,container,0,1,1,1,1,cylindrical,0,sodacan
1447,1621,1621,metal,other,150,200.0,4,5,10,container,0,1,1,1,1,cylindrical,0,sodacan
1448,1622,1622,metal,other,346.25,330,6.6,6.6,11.5,container,0,1,1,1,1,cylindrical,0,sodacan
1449,1623,1623,metal,other,337,330,5,6.8,11.5,container,0,1,1,1,1,cylindrical,0,sodacan
1450,1624,1624,metal,other,350,330,6.67,6.5,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1451,1625,1625,metal,other,45,330,5.1,8.9,11.7,container,0,1,1,1,1,cylindrical,0,sodacan
1452,1627,1627,metal,other,100,200,4,5,10,container,0,1,1,1,1,cylindrical,0,sodacan
1453,1628,1628,metal,white,333.3,330,3,5,15,container,0,1,1,1,1,cylindrical,0,sodacan
1454,1629,1629,metal,other,160,150,4,7.1,8.8,container,0,1,1,1,1,cylindrical,0,sodacan
1455,1630,1630,metal,other,333,330,6.67,7,11.7,container,0,1,1,1,1,cylindrical,0,sodacan
1456,1631,1631,metal,other,330,330,3.33,6.6,11.6,container,0,1,1,1,1,cylindrical,0,sodacan
1457,1632,1632,metal,other,348,330,6.6,6.6,11.5,container,0,1,1,1,1,cylindrical,0,sodacan
1458,1633,1633,metal,other,100,330,6.8,6.7,10.99,container,0,1,1,1,1,cylindrical,0,sodacan
1459,1634,1634,metal,other,345,330,5.1,9,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1460,1635,1635,metal,other,330,330,3.35,7,11.2,container,0,1,1,1,1,cylindrical,0,sodacan
1461,1636,1636,metal,other,330,330,8.6,6.35,11.4,container,0,1,1,1,1,cylindrical,0,sodacan
1462,1637,1637,metal,other,340.19,330,10.05,4.3,12.6,container,0,1,1,1,1,cylindrical,0,sodacan
1463,1638,1638,metal,other,347,330,3.3,4,12.5,container,0,1,1,1,1,cylindrical,0,sodacan
1464,1639,1639,metal,other,333,330,5.1,9,11.4,container,0,1,1,1,1,cylindrical,0,sodacan
1465,1641,1641,metal,other,150,200,4,5,10,container,0,1,1,1,1,cylindrical,0,sodacan
1466,1642,1642,metal,other,4400.0,330,26,20,12,container,0,1,1,1,1,cylindrical,0,sodacan
1467,1643,1643,metal,other,340.19,355,19.81,33.02,12.4,container,0,1,1,1,1,cylindrical,0,sodacan
1468,1644,1644,metal,other,180,330,30,22.5,12.5,container,0,1,1,1,1,cylindrical,0,sodacan
1469,1645,1645,metal,other,12,12.420869999999999,2.5,4.3,6.35,container,0,1,1,1,1,cylindrical,0,sodacan
1470,1646,1646,metal,other,250,250,5,5.6,10.7,container,0,1,1,1,1,cylindrical,0,sodacan
1471,1647,1647,metal,other,347.5,330,6.625,6.65,11.6,container,0,1,1,1,1,cylindrical,0,sodacan
1472,1648,1648,metal,other,347.5,330,6.15,5.9,11.7,container,0,1,1,1,1,cylindrical,0,sodacan
1473,1651,1651,metal,other,35.2,330,6.55,6.55,11.55,container,0,1,1,1,1,cylindrical,0,sodacan
1474,1653,1653,metal,other,350,330,6.5,6.5,11.6,container,0,1,1,1,1,cylindrical,0,sodacan
1475,1654,1654,metal,other,330,330,10,9,11.55,container,0,1,1,1,1,cylindrical,0,sodacan
1476,1655,1655,metal,other,375,330,6.75,6.33,11.5,container,0,1,1,1,1,cylindrical,0,sodacan
1477,1656,1656,metal,other,388.33,355,10.05,4,9,container,0,1,1,1,1,cylindrical,0,sodacan
1478,1657,1657,metal,other,346.7,330,5.1,9,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1479,1658,1658,metal,other,10,330,4,5.99,13,container,0,1,1,1,1,cylindrical,0,sodacan
1480,1659,1659,metal,other,350,330,5.1,9,11.7,container,0,1,1,1,1,cylindrical,0,sodacan
1481,1660,1660,metal,other,360,330,5.1,9,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1482,1661,1661,metal,other,340,330,5.1,9,11.9,container,0,1,1,1,1,cylindrical,0,sodacan
1483,1662,1662,metal,other,400,355,5,9,12.5,container,0,1,1,1,1,cylindrical,0,sodacan
1484,1663,1663,metal,other,330,330,5.1,9.2,12.7,container,0,1,1,1,1,cylindrical,0,sodacan
1485,1664,1664,metal,other,270,250.0,4.7,7.1,11.8,container,0,1,1,1,1,cylindrical,0,sodacan
1486,1665,1665,metal,silver,340,462.2310000000001,23.1,6.9,2.9,tableware,0,0,0,1,0,other,1,spoon
1487,1666,1666,metal,silver,193,472.05849600000005,21.84,14.22,1.52,tableware,0,0,0,1,0,other,1,spoon
1488,1667,1667,metal,silver,650,768.625,21.5,6.5,5.5,tableware,0,0,0,1,0,other,1,spoon
1489,1669,1669,metal,silver,505,340.416,19.7,4.8,3.6,tableware,0,0,0,1,0,other,1,spoon
1490,1670,1670,metal,silver,159,660.79,8.5,29.9,2.6,tableware,0,0,0,1,0,other,1,spoon
1491,1671,1671,plastic,black,150,1190.0,34,7,5,tableware,0,0,0,1,0,other,1,spoon
1492,1672,1672,metal,silver,20,19.0,19,1,1,tableware,0,0,0,1,0,other,1,spoon
1493,1674,1674,metal,silver,100,87.0,2,3,14.5,tableware,0,0,0,1,0,other,1,spoon
1494,1675,1675,wood,wood,230,2229.55,30.5,21.5,3.4,tableware,0,0,0,1,0,other,1,spoon
1495,1677,1677,plastic,transparent,200,999.6,17,16.8,3.5,tableware,0,0,0,1,0,other,1,spoon
1496,1678,1678,wood,wood,200,842.3436279999999,17.02,12.19,4.06,tableware,0,0,0,1,0,other,1,spoon
1497,1679,1679,metal,silver,20,53.04,17,5.2,0.6,tableware,0,0,0,1,0,other,1,spoon
1498,1680,1680,metal,silver,320,205.50400000000002,20.8,3.8,2.6,tableware,0,0,0,1,0,other,1,spoon
1499,1681,1681,metal,silver,530,1099.34,26.3,7.6,5.5,tableware,0,0,0,1,0,other,1,spoon
1500,1682,1682,metal,silver,286,472.05849600000005,21.84,14.22,1.52,tableware,0,0,0,1,0,other,1,spoon
1501,1683,1683,metal,silver,690,567.1,21.4,5.3,5,tableware,0,0,0,1,0,other,1,spoon
1502,1684,1684,metal,silver,140,159.296,13.1,7.6,1.6,tableware,0,0,0,1,0,other,1,spoon
1503,1685,1685,wood,wood,258.54744,1799.941,30.7,14.3,4.1,tableware,0,0,0,1,0,other,1,spoon
1504,1686,1686,metal,silver,200,193.53600000000003,14.4,8.4,1.6,tableware,0,0,0,1,0,other,1,spoon
1505,1687,1687,metal,gold,120,215.424,17.6,10.2,1.2,tableware,0,0,0,1,0,other,1,spoon
1506,1688,1688,metal,silver,240,156.0,15,4,2.6,tableware,0,0,0,1,0,other,1,spoon
1507,1689,1689,plastic,black,180,600.0,30,10,2,tableware,0,0,0,1,0,other,1,spoon
1508,1690,1690,wood,wood,90,654.24,24,5.8,4.7,tableware,0,0,0,1,0,other,1,spoon
1509,1691,1691,metal,silver,30,180.0,18,5,2,tableware,0,0,0,1,0,other,1,spoon
1510,1692,1692,metal,silver,200,1.1,11,1,0.1,tableware,0,0,0,1,0,other,1,spoon
1511,1694,1694,wood,wood,360,3054.3959999999997,26.2,13.4,8.7,tableware,0,0,0,1,0,other,1,spoon
1512,1695,1695,wood,wood,612,1074.2297409999999,17.81,10.79,5.59,tableware,0,0,0,1,0,other,1,spoon
1513,1696,1696,metal,silver,244,306.936,17.4,8.4,2.1,tableware,0,0,0,1,0,other,1,spoon
1514,1697,1697,metal,silver,143,300.322,14.6,12.1,1.7,tableware,0,0,0,1,0,other,1,spoon
1515,1698,1698,metal,silver,384,606.3560000000001,24.1,6.8,3.7,tableware,0,0,0,1,0,other,1,spoon
1516,1699,1699,wood,wood,60,367.20000000000005,17,12,1.8,tableware,0,0,0,1,0,other,1,spoon
1517,1700,1700,metal,silver,99.8,7000.0,17.5,20,20,tableware,0,0,0,1,0,other,1,spoon
1518,1701,1701,metal,silver,30,71.39999999999999,34,3,0.7,tableware,0,0,0,1,0,other,1,spoon
1519,1703,1703,stone,other,670,2032.05,28.5,15.5,4.6,tableware,0,0,0,1,0,other,1,spoon
1520,1706,1706,metal,silver,193,472.05849600000005,21.84,14.22,1.52,tableware,0,0,0,1,0,other,1,spoon
1521,1707,1707,metal,silver,300,1456.0,28,20,2.6,tableware,0,0,0,1,0,other,1,spoon
1522,1708,1708,plastic,black,100,704.0000000000001,25,6.4,4.4,tableware,0,0,0,1,0,other,1,spoon
1523,1709,1709,plastic,black,10,592.704,25.2,8.4,2.8,tableware,0,0,0,1,0,other,1,spoon
1524,1710,1710,metal,silver,580,863.328,27.6,6.8,4.6,tableware,0,0,0,1,0,other,1,spoon
1525,1711,1711,plastic,transparent,360,1870.8479999999997,19.2,17.4,5.6,tableware,0,0,0,1,0,other,1,spoon
1526,1712,1712,metal,silver,320,207.00000000000003,13.8,5,3,tableware,0,0,0,1,0,other,1,spoon
1527,1713,1713,wood,wood,30,305.28000000000003,21.2,4.5,3.2,tableware,0,0,0,1,0,other,1,spoon
1528,1714,1714,metal,silver,720,859.9931999999999,25.65,6.6,5.08,tableware,0,0,0,1,0,other,1,spoon
1529,1715,1715,metal,silver,540,1073.037732,26.42,7.62,5.33,tableware,0,0,0,1,0,other,1,spoon
1530,1716,1716,other,black,128,241.92,28.8,5.6,1.5,tableware,0,0,0,1,0,other,1,spoon
1531,1717,1717,metal,gold,100,161.728,13.3,7.6,1.6,tableware,0,0,0,1,0,other,1,spoon
1532,1718,1718,wood,wood,240,400.0,10,2.5,16,tableware,0,0,0,1,0,other,1,spoon
1533,1719,1719,wood,wood,50,376.2,15.2,7.5,3.3,tableware,0,0,0,1,0,other,1,spoon
1534,1720,1720,wood,wood,23,267.624,23.6,6.3,1.8,tableware,0,0,0,1,0,other,1,spoon
1535,1721,1721,metal,silver,40,423.936,18.4,7.2,3.2,tableware,0,0,0,1,0,other,1,spoon
1536,1722,1722,metal,silver,190,301.89753999999994,24.38,4.06,3.05,tableware,0,0,0,1,0,other,1,spoon
1537,1723,1723,metal,black,430,1904.408,26.8,18.7,3.8,tableware,0,0,0,1,0,other,1,spoon
1538,1724,1724,plastic,black,212,1313.574,19.4,18.3,3.7,tableware,0,0,0,1,0,other,1,spoon
1539,1725,1725,metal,silver,740,830.8809999999999,25.7,6.1,5.3,tableware,0,0,0,1,0,other,1,spoon
1540,1727,1727,metal,silver,50,45.0,5,3.6,2.5,tableware,0,0,0,1,0,other,1,spoon
1541,1728,1728,metal,silver,90,358.6,16.3,11,2,tableware,0,0,0,1,0,other,1,spoon
1542,1729,1729,metal,silver,40,19.0,1,2,9.5,tableware,0,0,0,1,0,other,1,spoon
1543,1730,1730,plastic,other,100,577.5300000000001,23,9.3,2.7,tableware,0,0,0,1,0,other,1,spoon
1544,1731,1731,metal,silver,140,84.7168,22.4,6.2,0.61,tableware,0,0,0,1,0,other,1,spoon
1545,1732,1732,metal,silver,200,249.48000000000005,27,4.2,2.2,tableware,0,0,0,1,0,other,1,spoon
1546,1733,1733,metal,silver,1000.0,774.654,20.1,8.2,4.7,tableware,0,0,0,1,0,other,1,spoon
1547,1734,1734,metal,silver,33,66.11999999999999,15.2,2.9,1.5,tableware,0,0,0,1,0,other,1,spoon
1548,1735,1735,metal,silver,720,726.75,25.5,5.7,5,tableware,0,0,0,1,0,other,1,spoon
1549,1736,1736,metal,silver,70,21.0,1,2,10.5,tableware,0,0,0,1,0,other,1,spoon
1550,1737,1737,other,black,102,267.96000000000004,1.5,5.8,30.8,tableware,0,0,0,1,0,other,1,spoon
1551,1738,1738,metal,silver,900,978.928,24.4,6.8,5.9,tableware,0,0,0,1,0,other,1,spoon
1552,1739,1739,metal,silver,20,9.360000000000001,18,2.6,0.2,tableware,0,0,0,1,0,other,1,spoon
1553,1740,1740,wood,wood,126,911.2139999999998,27.9,7.1,4.6,tableware,0,0,0,1,0,other,1,spoon
1554,1741,1741,wood,wood,190,1428.0,34,14,3,tableware,0,0,0,1,0,other,1,spoon
1555,1742,1742,plastic,transparent,363,16.2,13.5,4,0.3,tableware,0,0,0,1,0,other,1,spoon
1556,1743,1743,metal,silver,38,72.0,18,4,1,tableware,0,0,0,1,0,other,1,spoon
1557,1744,1744,metal,other,60,222.72000000000003,24,5.8,1.6,tableware,0,0,0,1,0,other,1,spoon
1558,1745,1745,glass,transparent,259,330,9,9,24,container,0,0,1,1,0,other,0,wineglass
1559,1746,1746,glass,transparent,980,300.0,24.5,23.3,18.1,container,0,0,1,1,0,other,0,wineglass
1560,1748,1748,glass,transparent,259,350,21.5,7,7,container,0,0,1,1,0,other,0,wineglass
1561,1749,1749,glass,transparent,253,520,7.6,9,15,container,0,0,1,1,0,other,0,wineglass
1562,1750,1750,glass,transparent,685,380.0,8.13,8.13,15.24,container,0,0,1,1,0,other,0,wineglass
1563,1751,1751,glass,transparent,200,362.275375,21.5,7,7,container,0,0,1,1,0,other,0,wineglass
1564,1752,1752,glass,transparent,812,380,33.78,30.71,12.9,container,0,0,1,1,0,other,0,wineglass
1565,1754,1754,glass,transparent,285,390,8.9,8.9,23,container,0,0,1,1,0,other,0,wineglass
1566,1755,1755,glass,transparent,310,450.0,5.5,4.5,14.5,container,0,0,1,1,0,other,0,wineglass
1567,1757,1757,glass,transparent,300,630,9,8,14.9,container,0,0,1,1,0,other,0,wineglass
1568,1758,1758,glass,transparent,930,650,40,30.6,14.2,container,0,0,1,1,0,other,0,wineglass
1569,1759,1759,glass,transparent,1750.0,490,33.79,28.4,24,container,0,0,1,1,0,other,0,wineglass
1570,1760,1760,glass,transparent,310,4102.8,26.3,13,12,container,0,0,1,1,0,other,0,wineglass
1571,1761,1761,glass,transparent,250,340,4.5,3.3,18.8,container,0,0,1,1,0,other,0,wineglass
1572,1762,1762,plastic,transparent,180,3634.4000000000005,23.6,17.5,8.8,container,0,0,1,1,0,other,0,wineglass
1573,1763,1763,glass,transparent,266,230,5,5,10,container,0,0,1,1,0,other,0,wineglass
1574,1764,1764,plastic,transparent,117,200,6.8,6.8,17,container,0,0,1,1,0,other,0,wineglass
1575,1765,1765,glass,transparent,260,580,9,6.5,23.2,container,0,0,1,1,0,other,0,wineglass
1576,1766,1766,glass,transparent,717,430,32.9,27.1,18.8,container,0,0,1,1,0,other,0,wineglass
1577,1767,1767,glass,transparent,145,12205.241999999997,28.2,22.9,18.9,container,0,0,1,1,0,other,0,wineglass
1578,1768,1768,glass,transparent,750,260.0,26.6,18.6,18.6,container,0,0,1,1,0,other,0,wineglass
1579,1769,1769,glass,other,210,443.60249999999996,8.8,3.3,3.3,container,0,0,1,1,0,other,0,wineglass
1580,1770,1770,glass,transparent,1180.0,295,7.2,7.2,19,container,0,0,1,1,0,other,0,wineglass
1581,1771,1771,glass,transparent,216.6,500,5.3,5,29,container,0,0,1,1,0,other,0,wineglass
1582,1772,1772,glass,transparent,340,650,10.8,11,43,container,0,0,1,1,0,other,0,wineglass
1583,1773,1773,glass,transparent,190,530,6,4.3,19.7,container,0,0,1,1,0,other,0,wineglass
1584,1774,1774,glass,transparent,590,400,28.19,19.81,11.68,container,0,0,1,1,0,other,0,wineglass
1585,1775,1775,glass,transparent,200,490,9,9,22.5,container,0,0,1,1,0,other,0,wineglass
1586,1776,1776,glass,transparent,360,500,9,9,22,container,0,0,1,1,0,other,0,wineglass
1587,1777,1777,plastic,white,500,250,1,1,1,container,0,0,1,1,0,other,0,wineglass
1588,1778,1778,glass,transparent,300,230,7.6,7.6,19,container,0,0,1,1,0,other,0,wineglass
1589,1780,1780,glass,transparent,396,300,33.2,21.9,9.6,container,0,0,1,1,0,other,0,wineglass
1590,1781,1781,plastic,transparent,620,312,8.1,8.1,18.8,container,0,0,1,1,0,other,0,wineglass
1591,1785,1785,glass,transparent,253,200,4.8,4.6,19.6,container,0,0,1,1,0,other,0,wineglass
1592,1788,1788,glass,transparent,370,5620.607999999999,24.6,20.4,11.2,container,0,0,1,1,0,other,0,wineglass
1593,1789,1789,glass,other,240,443.60249999999996,8.8,3.3,3.3,container,0,0,1,1,0,other,0,wineglass
1594,1791,1791,metal,gold,460,600,44.6,9.8,9.6,container,0,0,1,1,0,other,0,wineglass
1595,1792,1792,glass,transparent,280,480,13,6.7,12.1,container,0,0,1,1,0,other,0,wineglass
1596,1793,1793,glass,transparent,231.6,350,7.3,12,17,container,0,0,1,1,0,other,0,wineglass
1597,1794,1794,glass,transparent,400,407,35.29,28.6,11.4,container,0,0,1,1,0,other,0,wineglass
1598,1795,1795,glass,transparent,370,220,35.3,9.2,8.8,container,0,0,1,1,0,other,0,wineglass
1599,1796,1796,glass,transparent,300,460.0,7,7,21,container,0,0,1,1,0,other,0,wineglass
1600,1797,1797,glass,transparent,581,480,29.59,20.19,13.41,container,0,0,1,1,0,other,0,wineglass
1601,1798,1798,glass,transparent,799,450,9,9,19.5,container,0,0,1,1,0,other,0,wineglass
1602,1799,1799,plastic,transparent,458,312,22.81,21.21,9.4,container,0,0,1,1,0,other,0,wineglass
1603,1800,1800,glass,transparent,889,670,36.4,29.9,14.1,container,0,0,1,1,0,other,0,wineglass
1604,1801,1801,glass,transparent,780,180,28.7,24.89,12.19,container,0,0,1,1,0,other,0,wineglass
1605,1802,1802,glass,transparent,590,400,28.19,19.81,11.68,container,0,0,1,1,0,other,0,wineglass
1606,1803,1803,glass,transparent,700,500,33.5,28.2,13.2,container,0,0,1,1,0,other,0,wineglass
1607,1804,1804,metal,gold,500,500,22,19.8,9.8,container,0,0,1,1,0,other,0,wineglass
1608,1805,1805,glass,transparent,948,240,7,7,18.5,container,0,0,1,1,0,other,0,wineglass
1609,1806,1806,metal,silver,1000.0,540,23,20.5,20.5,container,0,0,1,1,0,other,0,wineglass
1610,1807,1807,glass,transparent,730,300,30.3,27.9,12.5,container,0,0,1,1,0,other,0,wineglass
1611,1808,1808,glass,transparent,940,600,38.4,30.5,14.4,container,0,0,1,1,0,other,0,wineglass
1612,1809,1809,glass,other,230,443.60249999999996,8.8,3.3,3.3,container,0,0,1,1,0,other,0,wineglass
1613,1810,1810,glass,other,274,990.0,6,22,7.5,container,0,0,1,1,0,other,0,wineglass
1614,1811,1811,plastic,transparent,568,200,23.9,17.4,15.7,container,0,0,1,1,0,other,0,wineglass
1615,1812,1812,glass,transparent,300,720,12,7.5,14.91,container,0,0,1,1,0,other,0,wineglass
1616,1813,1813,plastic,transparent,640,355,23,22,15,container,0,0,1,1,0,other,0,wineglass
1617,1814,1814,glass,transparent,590,675,8.38,8.38,24.38,container,0,0,1,1,0,other,0,wineglass
1618,1815,1815,glass,transparent,300,300,5.6,5.2,24.4,container,0,0,1,1,0,other,0,wineglass
1619,1816,1816,glass,other,227,1625.625,8.5,8.5,22.5,container,0,0,1,1,0,other,0,wineglass
1620,1817,1817,glass,transparent,270,350,4.6,3,19,container,0,0,1,1,0,other,0,wineglass
1621,1818,1818,glass,transparent,920,670,36.5,29.7,14.2,container,0,0,1,1,0,other,0,wineglass
1622,1820,1820,glass,transparent,250,320,8.3,8.3,15.1,container,0,0,1,1,0,other,0,wineglass
1623,1821,1821,glass,transparent,760,360,28.4,24.2,10.6,container,0,0,1,1,0,other,0,wineglass
1624,1822,1822,glass,transparent,250,650,7.5,7.25,27.94,container,0,0,1,1,0,other,0,wineglass
1625,1824,1824,glass,transparent,287.5,490,4.75,3.125,19.1,container,0,0,1,1,0,other,0,wineglass
