,index,Unnamed: 0,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Washability,Dismountability,Shape,Handle,name
0,0,0,metal,grey,862,2160.0,40,27,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
1,1,1,metal,other,750,1214.4,46,33,0.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
2,2,2,metal,other,224,1472.0,32,23,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
3,3,3,metal,black,940,15000.0,20,30,25,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
4,4,4,metal,silver,458,1968.75,31.5,25,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
5,5,5,metal,other,920,3000.0,30,20,5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
6,6,6,metal,other,1210.0,4448.5,41,31,3.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
7,7,7,metal,silver,358,3234.0,38.5,28,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
8,8,8,metal,gold,570,149.67040000000003,12.8,10.63,1.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
9,9,9,metal,silver,670,4127.1106,39.4,33.79,3.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
10,10,10,metal,other,210,1354.5,31.5,21.5,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
11,11,11,metal,other,1260.0,6798.024,35.9,26.3,7.2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
12,12,12,metal,grey,520,3828.0,29,44,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
13,13,13,metal,grey,390,2720.0,40,34,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
14,14,14,metal,black,860,4488.0,34,33,4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
15,15,15,metal,other,440,1679.524,28.7,20.9,2.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
16,16,16,metal,grey,530,960.0,32,30,1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
17,17,17,metal,other,927,4089.174,33.1,21.3,5.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
18,18,18,metal,black,1200.0,9094.4,40.6,28,8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
19,19,19,metal,other,560,321.16586400000006,12.59,11.81,2.16,kitchenware,0,0,1,1,0,circular,0,bakingtray
20,20,20,metal,silver,210,1354.32,32.4,22,1.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
21,21,21,metal,other,260,2511.432,28,27.18,3.3,kitchenware,0,0,1,1,0,circular,0,bakingtray
22,22,22,metal,other,380,2425.92,38,26.6,2.4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
23,23,23,silicone,other,441,5010.75,37.5,26.2,5.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
24,24,24,metal,other,845,1000.0,40.1,27,2.2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
25,25,25,metal,gold,1060.0,2596.776,31.2,20.3,4.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
26,26,26,metal,grey,450,2448.0,34,24,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
27,27,27,metal,silver,670,2425.9199999999996,38,30.4,2.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
28,28,28,metal,other,88,338.0,26,26,0.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
29,29,29,silicone,other,190,2837.538,29.7,28.1,3.4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
30,30,30,metal,black,790,2666.25,27,39.5,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
31,31,31,metal,grey,290,1000.0,24.2,15.1,2.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
32,32,32,metal,other,580,101.95919999999998,10.2,10.2,0.98,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
33,33,33,metal,silver,360,120.0,40,30,0.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
34,34,34,metal,black,524,900.0,25,18,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
35,35,35,metal,other,160,920,18.5,18.5,4.4,kitchenware,0,0,1,1,0,circular,0,bakingtray
36,36,36,silicone,other,130,1914.0,29,22,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
37,37,37,metal,other,868,981.7500000000001,27.5,35.7,1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
38,38,38,silicone,yellow,182,2752.725,28.9,12.7,7.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
39,39,39,metal,black,1060.0,5231.25,46.5,37.5,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
40,40,40,metal,black,399,5208.0,42,31,4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
41,41,41,metal,other,680,1947.291,38.1,26.9,1.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
42,42,42,ceramic,grey,1240.0,10105.0,43,47,5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
43,43,43,silicone,blue,170,2415.0,30,23,3.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
44,44,44,metal,other,370,1900.0,38,25,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
45,45,45,metal,gold,567,2793.0,35,26.6,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
46,46,46,metal,grey,515,2048.0,32,32,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
47,47,47,metal,other,460,3045.8832,39.12,34,2.29,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
48,48,48,ceramic,black,450,734.4,24,18,1.7,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
49,49,49,silicone,blue,140,2488.2,29,22,3.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
50,50,50,metal,other,922,2480.0,31,20,4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
51,51,51,metal,other,370,1900.0,38,25,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
52,52,52,metal,other,830,21937.5,32.5,27,25,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
53,53,53,metal,other,370,1968.3239999999998,26.7,19.4,3.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
54,54,54,metal,other,900,3038.0,31,20,4.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
55,55,55,metal,gold,567,2793.0,35,26.6,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
56,56,56,metal,grey,515,2048.0,32,32,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
57,57,57,metal,other,910,192.0,12,8,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
58,58,58,metal,other,460,3840.0,32,24,5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
59,59,59,metal,other,460,3045.8832,39.12,34,2.29,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
60,60,60,metal,other,320,1750.0,35,25,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
61,61,61,ceramic,black,450,734.4,24,18,1.7,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
62,62,62,metal,other,590,3762.0,38,33,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
63,63,63,silicone,blue,140,2488.2,29,22,3.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
64,64,64,metal,other,430,1.0,1,1,1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
65,65,65,metal,other,922,2480.0,31,20,4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
66,66,66,metal,black,450,1872.0,39,16,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
67,67,67,metal,black,662,7182.0,38,27,7,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
68,68,68,metal,other,10,2480.0,31,20,4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
69,69,69,silicone,other,10,2560.0,32,10,8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
70,70,70,metal,silver,400,5250.0,50,35,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
71,71,71,metal,silver,998,5250.0,50,35,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
72,72,72,silicone,grey,420,3603.7418399999997,38.1,27.18,3.48,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
73,73,73,metal,other,608,1290.32,25.4,25.4,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
74,75,75,metal,other,980,3100.0,31,20,5,kitchenware,0,0,1,1,0,circular,0,bakingtray
75,76,76,metal,other,680,3135.0,38,33,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
76,77,77,metal,silver,200,1035.0,23,18,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
77,78,78,metal,other,438,137.88,38.3,4,0.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
78,79,79,metal,other,262,1884.75,35.9,25,2.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
79,80,80,ceramic,red,1340.0,5385.599999999999,34,24,6.6,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
80,81,81,metal,other,569,176.72000000000003,9.4,9.4,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
81,82,82,metal,other,636,3000.0,40,30,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
82,83,83,metal,grey,340,1811.5200000000002,34,29.6,1.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
83,84,84,metal,black,320,2906.5919999999996,44.2,27.4,2.4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
84,85,85,silicone,other,233,2448.0,34,24,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
85,86,86,silicone,red,140,4001.9760000000006,32.6,27.9,4.4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
86,87,87,metal,grey,620,2007.8869999999997,35.9,32.9,1.7,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
87,88,88,metal,other,210,704.0,32,22,1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
88,89,89,metal,black,1170.0,2600.0,40,32.5,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
89,90,90,ceramic,grey,1160.0,9094.5,47,43,4.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
90,91,91,ceramic,black,205,1800.0,36,25,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
91,92,92,metal,other,243,49.53,38.1,2.6,0.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
92,93,93,metal,blue,670,4437.312,38.2,24.2,4.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
93,94,94,metal,other,850,3217.4219999999996,33.4,24.7,3.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
94,95,95,silicone,grey,268,2052.75,34.5,23.8,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
95,96,96,metal,other,730,3312.96,35.7,32,2.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
96,97,97,metal,other,550,1942.5,35,18.5,3,kitchenware,0,0,1,1,0,rectangular,1,bakingtray
97,98,98,metal,other,714,2418.0,39,31,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
98,99,99,metal,other,630,1488.0,31,24,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
99,100,100,silicone,black,190,1609.79,30.5,1.3,40.6,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
100,101,101,metal,other,816,207.9,15,12.6,1.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
101,102,102,metal,other,40,681.8240000000002,29.8,28.6,0.8,kitchenware,0,0,1,1,0,circular,0,bakingtray
102,103,103,metal,other,410,2623.5,33,26.5,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
103,104,104,ceramic,blue,2370.0,4933.5,33,23,6.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
104,105,105,metal,grey,3560.0,8664.5,43,31,6.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
105,106,106,silicone,grey,10,2052.75,34.5,23.8,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
106,107,107,metal,gold,322,2795.4536490000005,42.09,24.69,2.69,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
107,108,108,metal,grey,90,21.285,33,21.5,0.03,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
108,109,109,metal,other,241,2854.8450000000003,39.9,26.5,2.7,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
109,110,110,metal,other,260,82.16000000000001,10.4,7.9,1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
110,111,111,metal,other,630,2927.232,35.2,29.7,2.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
111,112,112,metal,grey,472,5588.352000000001,39.6,28.8,4.9,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
112,113,113,metal,silver,580,2229.84,38,32.6,1.8,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
113,114,114,silicone,other,100,52.00538400000001,9.84,6.69,0.79,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
114,115,115,silicone,white,280,1051.96,34,23.8,1.3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
115,116,116,metal,other,740,2012.9999999999998,33,24.4,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
116,117,117,metal,grey,399,2494.0,43,29,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
117,118,118,silicone,red,150,1650.0,30,22,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
118,119,119,metal,other,380,3451.36,35.2,26.5,3.7,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
119,120,120,silicone,other,300,1666.0,34,24.5,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
120,121,121,metal,yellow,300,1400.0,39.3,27.8,3.3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
121,122,122,metal,green,150,1320.0,22,10,6,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
122,123,123,metal,grey,440,3182.3999999999996,39,34,2.4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
123,124,124,metal,other,640,6113.25,33,28.5,6.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
124,125,125,silicone,yellow,360,1690.5,34.5,24.5,2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
125,126,126,metal,other,182,1555.2,27,18,3.2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
126,127,127,metal,other,988,204.875,14.9,12.5,1.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
127,128,128,metal,other,650,2798.3999999999996,21.2,12,11,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
128,129,129,metal,other,340,1402.7040000000002,38.2,30.6,1.2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
129,130,130,metal,other,516,3135.0,38,33,2.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
130,131,131,metal,silver,420,752.0,32,23.5,1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
131,132,132,metal,black,1250.0,10292.1,45.5,37.7,6,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
132,133,133,metal,gold,1400.0,5177.07,34.5,24.6,6.1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
133,134,134,metal,gold,340,750.0,30,25,1,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
134,135,135,metal,other,361,2225.2799999999997,38,24.4,2.4,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
135,136,136,metal,other,696,7500.060000000001,34.2,25.8,8.5,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
136,137,137,silicone,black,898,5527.548,35.1,25.4,6.2,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
137,139,139,metal,black,970,3663.0,37,33,3,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
138,140,140,metal,other,220,1670.5964789999998,25.91,23.11,2.79,kitchenware,0,0,1,1,0,rectangular,0,bakingtray
139,141,141,plastic,grey,260,1000,7.5,7.5,30,container,0,1,1,1,1,cylindrical,0,bottle
140,142,142,metal,other,300,482,6.35,19.81,6.35,container,0,1,1,1,1,cylindrical,0,bottle
141,143,143,plastic,grey,230,1000,28.7,7.7,7.7,container,0,1,1,1,1,cylindrical,0,bottle
142,145,145,metal,black,340,500,7.8,7.8,23.5,container,0,1,1,1,1,cylindrical,0,bottle
143,146,146,plastic,pink,59,460,18.59,6.2,5.59,container,0,1,1,1,1,cylindrical,0,bottle
144,147,147,plastic,transparent,120,900,26,8,6,container,0,1,1,1,1,cylindrical,0,bottle
145,148,148,plastic,transparent,200,900,29.2,8.6,8.2,container,0,1,1,1,1,cylindrical,0,bottle
146,149,149,metal,black,380,2200.0,14,14,28,container,0,1,1,1,1,cylindrical,1,bottle
147,150,150,metal,silver,1000.0,1000,26.16,8.89,8.64,container,0,1,1,1,1,cylindrical,0,bottle
148,151,151,plastic,transparent,196,1000,30.3,12.8,9.1,container,0,1,1,1,1,cylindrical,0,bottle
149,152,152,plastic,transparent,90.7,600,7.01,7.01,23.52,container,0,1,1,1,1,cylindrical,0,bottle
150,153,153,metal,gold,300,1000,23.4,7.7,7.7,container,0,1,1,1,1,cylindrical,0,bottle
151,154,154,plastic,grey,130,500,7,6.5,23,container,0,1,1,1,1,cylindrical,0,bottle
152,155,155,plastic,grey,280,1000.0,29.5,8.6,8.4,container,0,1,1,1,1,cylindrical,0,bottle
153,156,156,plastic,other,60,620,6.7,22.5,6.7,container,0,1,1,1,1,cylindrical,0,bottle
154,157,157,plastic,black,132,800,9.5,7.9,23.5,container,0,1,1,1,1,cylindrical,0,bottle
155,158,158,plastic,blue,205,1000,7,7,28,container,0,1,1,1,1,cylindrical,0,bottle
156,159,159,metal,black,600,600,30.5,7.5,7.5,container,0,1,1,1,1,cylindrical,0,bottle
157,160,160,plastic,black,100,650,7.2,9,23.5,container,0,1,1,1,1,cylindrical,0,bottle
158,161,161,metal,gold,68,500,0.38,0.38,0.38,container,0,1,1,1,1,cylindrical,0,bottle
159,162,162,metal,black,300,260,6.4,6.4,20.6,container,0,1,1,1,1,cylindrical,0,bottle
160,163,163,plastic,white,250,1500.0,26.2,17.2,13.5,container,0,1,1,1,1,cylindrical,1,bottle
161,164,164,plastic,black,500,2200.0,31.4,17.4,14.4,container,0,1,1,1,1,cylindrical,1,bottle
162,165,165,plastic,black,280,350,6.8,6.8,17,container,0,1,1,1,1,cylindrical,0,bottle
163,166,166,plastic,blue,109,350,7,6.5,17,container,0,1,1,1,1,cylindrical,0,bottle
164,167,167,plastic,pink,310,2200,28,10,10,container,0,1,1,1,1,cylindrical,1,bottle
165,168,168,plastic,yellow,135,450,23.8,17.7,8.5,container,0,1,1,1,1,cylindrical,0,bottle
166,169,169,plastic,blue,309,2000,15,15,30,container,0,1,1,1,1,cylindrical,0,bottle
167,170,170,plastic,black,209,1000.0,26.01,8.99,8.99,container,0,1,1,1,1,cylindrical,0,bottle
168,171,171,plastic,other,50,475,6,6,19,container,0,1,1,1,1,cylindrical,0,bottle
169,172,172,plastic,pink,350,2000,30.1,11.7,11.5,container,0,1,1,1,1,cylindrical,0,bottle
170,173,173,plastic,gold,280,1000.0,29.6,8.6,8.4,container,0,1,1,1,1,cylindrical,0,bottle
171,174,174,plastic,other,160,750,7.5,7.5,26,container,0,1,1,1,1,cylindrical,0,bottle
172,175,175,plastic,other,180,2200.0,29.7,22.5,13.5,container,0,1,1,1,1,cylindrical,1,bottle
173,176,176,metal,black,410,550,24.2,9.8,7.4,container,0,1,1,1,1,cylindrical,0,bottle
174,177,177,metal,other,500,750,8.4,8.4,31.7,container,0,1,1,1,1,cylindrical,0,bottle
175,178,178,plastic,other,196,550,8.7,8.7,10,container,0,1,1,1,1,cylindrical,0,bottle
176,179,179,metal,purple,300,350,23,7.8,7.6,container,0,1,1,1,1,cylindrical,0,bottle
177,180,180,plastic,other,110,700,23.5,8.3,6.8,container,0,1,1,1,1,cylindrical,0,bottle
178,181,181,plastic,pink,210,750,24,10,10,container,0,1,1,1,1,cylindrical,0,bottle
179,182,182,plastic,purple,220,900,28.4,9.8,8.2,container,0,1,1,1,1,cylindrical,0,bottle
180,183,183,metal,black,391,500,7,7,26,container,0,1,1,1,1,cylindrical,0,bottle
181,184,184,plastic,other,250,1747.08,21.1,9.2,9,container,0,1,1,1,1,cylindrical,0,bottle
182,185,185,plastic,orange,200,900,29.1,8.5,8.5,container,0,1,1,1,1,cylindrical,0,bottle
183,186,186,plastic,grey,280,1000,7.5,7.5,28.7,container,0,1,1,1,1,cylindrical,0,bottle
184,187,187,plastic,blue,200,750,7,7,27,container,0,1,1,1,1,cylindrical,0,bottle
185,188,188,plastic,black,190,600,25.4,8.3,8.2,container,0,1,1,1,1,cylindrical,0,bottle
186,189,189,plastic,black,200,800,29.69,14.2,10.39,container,0,1,1,1,1,cylindrical,0,bottle
187,190,190,plastic,purple,270,1000.0,30.1,8.7,8.5,container,0,1,1,1,1,cylindrical,0,bottle
188,191,191,plastic,blue,270,2000.0,26,15.9,15.6,container,0,1,1,1,1,cylindrical,0,bottle
189,192,192,plastic,black,200,2000,26.7,17.3,17.1,container,0,1,1,1,1,cylindrical,1,bottle
190,193,193,plastic,other,170,500,7.5,23,22,container,0,1,1,1,1,cylindrical,0,bottle
191,194,194,glass,other,592,1000.0,28.3,9.6,9.4,container,0,1,1,1,1,cylindrical,0,bottle
192,195,195,plastic,black,160,500,23,7.4,7.2,container,0,1,1,1,1,cylindrical,0,bottle
193,196,196,plastic,blue,270,1000,31.9,10.3,8.1,container,0,1,1,1,1,cylindrical,0,bottle
194,197,197,plastic,other,100,850,8,7.5,25.3,container,0,1,1,1,1,cylindrical,0,bottle
195,198,198,plastic,other,380,2200.0,29,14,14,container,0,1,1,1,1,cylindrical,0,bottle
196,199,199,plastic,other,180,300,27,19.3,7,container,0,1,1,1,1,cylindrical,0,bottle
197,200,200,plastic,black,240,2200,33.2,11.8,11.2,container,0,1,1,1,1,cylindrical,0,bottle
198,201,201,metal,other,420,410,29,10.2,10.2,container,0,1,1,1,1,cylindrical,0,bottle
199,202,202,plastic,other,272,1000,29.11,8.71,8.71,container,0,1,1,1,1,cylindrical,0,bottle
200,203,203,plastic,pink,270,2000,30,10,10,container,0,1,1,1,1,cylindrical,0,bottle
201,204,204,plastic,blue,90.72,1000,8,7.5,28,container,0,1,1,1,1,cylindrical,0,bottle
202,205,205,plastic,green,180,1000,28.8,8.2,8.1,container,0,1,1,1,1,cylindrical,0,bottle
203,206,206,plastic,black,128,500,20.2,7.5,6.6,container,0,1,1,1,1,cylindrical,1,bottle
204,207,207,plastic,black,140,700,20,11.5,5,container,0,1,1,1,1,cylindrical,1,bottle
205,208,208,plastic,green,400,3780.0,32.51,14.48,14.48,container,0,1,1,1,1,cylindrical,0,bottle
206,209,209,metal,blue,460,2200.0,27.2,13.5,13,container,0,1,1,1,1,cylindrical,0,bottle
207,210,210,plastic,grey,220,750,28.6,7.62,7.62,container,0,1,1,1,1,cylindrical,0,bottle
208,211,211,metal,black,600,940,30.3,10.3,10.1,container,0,1,1,1,1,cylindrical,0,bottle
209,212,212,plastic,blue,180,709.764,30.48,10.16,15.24,container,0,1,1,1,1,cylindrical,0,bottle
210,213,213,plastic,black,290,1500,29.8,10.4,10.3,container,0,1,1,1,1,cylindrical,0,bottle
211,214,214,plastic,other,260,2200.0,16,14.4,28.5,container,0,1,1,1,1,cylindrical,1,bottle
212,215,215,plastic,blue,174,903.7600000000001,14.3,8,7.9,container,0,1,1,1,1,cylindrical,0,bottle
213,216,216,plastic,green,180,946.352,29.1,8.2,7.8,container,0,1,1,1,1,cylindrical,0,bottle
214,217,217,plastic,other,380,500,29.6,14.3,7.6,container,0,1,1,1,1,cylindrical,0,bottle
215,218,218,metal,purple,386,750,35.31,9.65,9.4,container,0,1,1,1,1,cylindrical,0,bottle
216,219,219,metal,other,490,1000.0,26,9.9,9.7,container,0,1,1,1,1,cylindrical,0,bottle
217,220,220,plastic,blue,240,2000,37.2,14.6,13.3,container,0,1,1,1,1,cylindrical,0,bottle
218,221,221,metal,red,200,260,20,6,6,container,0,1,1,1,1,cylindrical,0,bottle
219,222,222,plastic,black,160,800,25.8,10.2,9,container,0,1,1,1,1,cylindrical,0,bottle
220,223,223,plastic,blue,92,600,6.5,6.5,23,container,0,1,1,1,1,cylindrical,0,bottle
221,224,224,plastic,pink,200,500,23,22,7.5,container,0,1,1,1,1,cylindrical,0,bottle
222,225,225,plastic,other,349,2200.0,27.8,13.5,13.3,container,0,1,1,1,1,cylindrical,0,bottle
223,226,226,plastic,pink,360,1500,9.5,9.5,29.5,container,0,1,1,1,1,cylindrical,0,bottle
224,227,227,metal,green,720,1200,33.7,11,10.4,container,0,1,1,1,1,cylindrical,0,bottle
225,228,228,plastic,green,200,1000,36.9,13.3,7.9,container,0,1,1,1,1,cylindrical,0,bottle
226,230,230,plastic,black,220,2200.0,31.8,17.3,13.7,container,0,1,1,1,1,cylindrical,1,bottle
227,231,231,plastic,black,150.0,750,8,8,24,container,0,1,1,1,1,cylindrical,0,bottle
228,232,232,plastic,other,270,1000.0,29.5,8.6,8.3,container,0,1,1,1,1,cylindrical,0,bottle
229,233,233,plastic,black,180,400,19.2,7.4,7,container,0,1,1,1,1,cylindrical,0,bottle
230,235,235,plastic,other,109,350,7,6.5,17,container,0,1,1,1,1,cylindrical,0,bottle
231,236,236,plastic,other,260,2000.0,29.8,16.7,12.7,container,0,1,1,1,1,cylindrical,1,bottle
232,237,237,plastic,other,150,750,8,8,25,container,0,1,1,1,1,cylindrical,0,bottle
233,238,238,plastic,other,260,2000.0,29.8,16.7,12.7,container,0,1,1,1,1,cylindrical,1,bottle
234,239,239,metal,green,720,1200,33.7,11,10.4,container,0,1,1,1,1,cylindrical,0,bottle
235,240,240,plastic,black,150.0,750,8,8,24,container,0,1,1,1,1,cylindrical,0,bottle
236,241,241,plastic,other,200,500,7,7,27,container,0,1,1,1,1,cylindrical,0,bottle
237,242,242,plastic,green,220,500,28.9,7.2,7.2,container,0,1,1,1,1,cylindrical,0,bottle
238,243,243,plastic,other,454,2200.0,30.48,17.78,15.24,container,0,1,1,1,1,cylindrical,0,bottle
239,245,245,plastic,blue,340,1000,28.9,8.5,8.2,container,0,1,1,1,1,cylindrical,0,bottle
240,246,246,plastic,black,160,800,25.8,10.2,9,container,0,1,1,1,1,cylindrical,0,bottle
241,247,247,metal,brown,300,750,30.9,8.2,7.9,container,0,1,1,1,1,cylindrical,0,bottle
242,248,248,plastic,purple,560,3780,31.5,16.5,16.5,container,0,1,1,1,1,cylindrical,1,bottle
243,249,249,plastic,other,150,750,8.4,7.5,25,container,0,1,1,1,1,cylindrical,0,bottle
244,250,250,plastic,other,109,400,7,6.5,17,container,0,1,1,1,1,cylindrical,0,bottle
245,251,251,plastic,blue,980,3780.0,31.5,16.51,14.99,container,0,1,1,1,1,cylindrical,1,bottle
246,252,252,metal,other,300.5,500,6.35,6.35,25.4,container,0,1,1,1,1,cylindrical,0,bottle
247,253,253,metal,blue,320,1000.0,26.1,10.6,10.2,container,0,1,1,1,1,cylindrical,0,bottle
248,254,254,plastic,black,90,600,20,22.5,7,container,0,1,1,1,1,cylindrical,0,bottle
249,255,255,plastic,black,180,1000,19.2,7.4,7,container,0,1,1,1,1,cylindrical,0,bottle
250,256,256,plastic,blue,160,350,18,7,7,container,0,1,1,1,1,cylindrical,0,bottle
251,257,257,metal,black,351,500,26.4,7.1,7.1,container,0,1,1,1,1,cylindrical,0,bottle
252,258,258,plastic,other,130,500,6.6,6.6,23.11,container,0,1,1,1,1,cylindrical,0,bottle
253,259,259,plastic,black,149,1500.0,28.5,14.6,12.8,container,0,1,1,1,1,cylindrical,0,bottle
